	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	À cause de l'accident, je suis arrivé en retard à l'école.	You ran in the garden.	Because of the accident I went too late to school.	False	False	1.5767171	214	214, 691, 486	0	367
1	Ça coûtera 30 €.	This will cost €30.	This will cost €30.	True	True	1.5482512	758	758, 691, 12	1.0	758
2	Je l'ai convaincue d'être à la maison.	You ran in the garden.	I persuaded her to be at home.	False	False	1.5432835	214	214, 903, 691	0	355
3	Il y a beaucoup de mots que je ne comprends pas.	My opinion is a little different from yours.	There are many words that I don't understand.	False	False	1.5752959	302	302, 905, 601	0	872
4	Tu me manques.	Your daily life is your temple and your religion.	I miss you.	False	True	1.5811144	715	715, 892, 768	0.3333333333333333	768
5	« Le téléphone sonne. » « Je vais répondre. »	Cool story, bro.	"""The phone is ringing."" ""I'll get it."""	False	False	1.5437474	489	489, 324, 214	0	969
6	Garde la tête basse !	Come over here!	Keep your head low.	False	False	1.5930457	117	117, 351, 708	0	301
7	Tom est mort du cancer en 2013.	Tom died from cancer in 2013.	Tom died from cancer in 2013.	True	True	1.6143428	184	184, 691, 156	1.0	184
8	Monsieur, il n'est pas permis de garer votre voiture ici.	You ran in the garden.	Sir, you are not allowed to park your car here.	False	False	1.5133455	214	214, 590, 234	0	503
9	Est-ce que ça va bien pour tout le monde ?	Yes, what of it?	Is everybody okay?	False	False	1.5614121	497	497, 738, 312	0	85
10	Il s'assiérait des heures à lire des histoires de détectives.	He would sit for hours reading detective stories.	He would sit for hours reading detective stories.	True	True	1.5703715	678	678, 690, 336	1.0	678
11	Tu dois faire la queue pour acheter un ticket.	You sold some apples at the market.	You must stand in a line to buy the ticket.	False	True	1.6013547	691	691, 262, 690	0.5	262
12	Ne te soucie pas de mon chien.	I drink his beer.	Don't worry about my dog.	False	False	1.6054244	701	701, 312, 602	0	334
13	Sami ne sait pas faire l'accent égyptien.	Sami can't do an Egyptian accent.	Sami can't do an Egyptian accent.	True	True	1.6206301	443	443, 25, 321	1.0	443
14	Il a dit qu'il a écrit.	He who writes reads twice.	He said that he had written.	False	True	1.6131238	468	468, 449, 476	0.5	449
15	Sa musique me fit grande impression.	His music made a deep impression on me.	His music made a deep impression on me.	True	True	1.5421402	666	666, 111, 740	1.0	666
16	Tout le monde buvait du vin, à la fête.	You ran in the garden.	Everyone at the party was drinking wine.	False	False	1.5241414	214	214, 701, 691	0	79
17	L'argent nous permettra de tenir à peu près un mois.	You ran in the garden.	The money will carry us for about a month.	False	False	1.5706612	214	214, 571, 489	0	513
18	La fille à côté est très belle.	You ran in the garden.	The girl who lives next door is very pretty.	False	True	1.6062529	214	214, 489, 310	0.3333333333333333	310
19	C'est facile de trouver un exemple.	It's easy to find an example.	It's easy to find an example.	True	True	1.6451842	295	295, 691, 586	1.0	295
20	Quelle personne es-tu ?	Who is your favorite author?	What kind of man are you?	False	False	1.5009569	600	600, 827, 738	0	106
21	J'aurai des lettres à écrire.	I have to write some letters.	I'll have some letters to write.	False	True	1.5485693	452	452, 453, 822	0.5	453
22	L'espagnol n'est pas seulement parlé en Espagne.	Spanish is not only spoken in Spain.	Spanish is not only spoken in Spain.	True	True	1.5983949	45	45, 443, 684	1.0	45
23	Ce train est-il le bon pour Tokyo ?	Is this the right train for Tokyo?	Is this the right train for Tokyo?	True	True	1.5348142	236	236, 107, 157	1.0	236
24	Le jardin était rempli de jolies fleurs.	The garden was full of beautiful flowers.	The garden was full of beautiful flowers.	True	True	1.5787961	720	720, 214, 480	1.0	720
25	Muiriel a 20 ans maintenant.	Muiriel is 20 now.	Muiriel is 20 now.	True	True	1.5707598	741	741, 489, 224	1.0	741
26	Je crois que tu le connais.	I saw your father.	I think you know him.	False	False	1.5431477	713	713, 427, 264	0	114
27	Il a hissé le drapeau.	He raised the flag.	He raised the flag.	True	True	1.6626914	119	119, 486, 214	1.0	119
28	La nuit on dort.	You ran in the garden.	At night you sleep.	False	True	1.5365053	214	214, 209, 696	0.5	209
29	Combien de temps Tom va-t-il être à Boston ?	What time is it in London now?	How long will Tom be in Boston?	False	False	1.5559708	123	123, 497, 562	0	203
30	J'ai besoin de quelqu'un à qui je puisse me fier.	I drink his beer.	I need somebody I can trust.	False	False	1.5915163	701	701, 715, 331	0	33
31	C'est inévitable que j'aille en France un jour, je ne sais juste pas quand.	I'll have some letters to write.	It is inevitable that I go to France someday, I just don't know when.	False	False	1.5309393	453	453, 903, 403	0	899
32	J'aimerais pouvoir m'inquiéter plus pour mes notes mais il semblerait qu'à un certain moment de ma vie, j'ai décidé que cela n'était finalement pas si important.	I liked you even more when I met you.	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.	False	False	1.5677879	116	116, 245, 403	0	956
33	"""Cœur"" et ""chœur"" ont la même prononciation."	"""Heart"" and ""choir"" have the same pronunciation."	"""Heart"" and ""choir"" have the same pronunciation."	True	True	1.5441315	721	721, 957, 505	1.0	721
34	Si seulement j'avais vendu cette propriété avant l'explosion de la bulle économique, je n'aurais pas perdu tout cet argent.	If only I'd sold that property before the economic bubble burst I wouldn't have lost all that money.	If only I'd sold that property before the economic bubble burst I wouldn't have lost all that money.	True	True	1.624368	612	612, 245, 544	1.0	612
35	« Je n'y ai jamais pensé », dit le vieil homme. « Que devrions-nous faire ? »	Have you ever been abroad?	"""I have never thought about it"", said the old man. ""What should we do?"""	False	False	1.5810264	264	264, 562, 600	0	912
36	Quel est ton programme télévisé préféré ?	What is your favorite TV program?	What is your favorite TV program?	True	True	1.4653552	349	349, 312, 600	1.0	349
37	Avant même que tu ne le saches, tu seras dans les journaux.	Your daily life is your temple and your religion.	Next thing you know, you'll be in the papers.	False	True	1.5645306	715	715, 903, 214	0.5	903
38	Tout le monde est épuisé.	You ran in the garden.	Everyone is exhausted.	False	False	1.641537	214	214, 64, 481	0	70
39	Pourquoi tout le monde chuchote-t-il ?	Who is your favorite author?	Why's everyone whispering?	False	False	1.5645844	600	600, 699, 107	0	511
40	Je suis maintenant disposé à discuter.	You had better avail yourself of this opportunity.	I'm in the mood to talk now.	False	True	1.5724821	245	245, 230, 398	0.3333333333333333	398
41	N'attends pas que les autres pensent pour toi !	Cool story, bro.	Don't expect others to think for you!	False	False	1.6318593	489	489, 740, 948	0	947
42	Tom n'aime pas les chats.	Cool story, bro.	Tom doesn't like cats.	False	False	1.6445351	489	489, 695, 171	0	692
43	Pourquoi es-tu désolée pour quelque chose que tu n'as pas fait ?	Who is your favorite author?	Why are you sorry for something you haven't done?	False	False	1.507623	600	600, 490, 699	0	924
44	Je suis fatiguée de tous ces mensonges.	I'm tired of all these lies.	I'm tired of all these lies.	True	True	1.5954138	197	197, 198, 264	1.0	197
45	Avez-vous vu qui que ce soit sur la plage ?	Where's everyone going?	Did you see anyone on the beach?	False	False	1.5401453	92	92, 600, 699	0	632
46	J'ai légèrement faim.	I shit in your milk.	I'm slightly hungry.	False	False	1.6042023	438	438, 214, 724	0	583
47	Il faut que l'on facilite l'étude des langues.	It is necessary to make the study of languages easier.	It is necessary to make the study of languages easier.	True	True	1.6393788	361	361, 726, 867	1.0	361
48	Il faut que ce soit maintenant.	Today is a good day!	It's got to be now.	False	False	1.5942725	696	696, 358, 797	0	385
49	Ce café est trop fort.	This coffee is too bitter.	This coffee is too bitter.	True	True	1.5727904	150	150, 312, 133	1.0	150
50	J'ai tant à vous montrer.	I have so much to show you.	I have so much to show you.	True	True	1.6096373	598	598, 903, 489	1.0	598
51	C'était ma faute.	Life is hard, but I am harder.	It was my mistake.	False	False	1.5843635	931	931, 326, 358	0	111
52	"""J'ai envie de jouer aux cartes."" ""Moi aussi."""	Cool story, bro.	"""I feel like playing cards."" ""So do I."""	False	False	1.5841604	489	489, 453, 601	0	980
53	Si quelqu'un devait demander quel est le but de l'histoire, je ne saurais vraiment pas.	Who is your favorite author?	If anyone was to ask what the point of the story is, I really don't know.	False	False	1.552958	600	600, 691, 312	0	841
54	Reconnaissez-vous quiconque ?	Why are you asking?	Do you recognize anyone?	False	True	1.5256208	827	827, 542, 543	0.3333333333333333	543
55	Penses-tu que c'est une bonne idée de nourrir ton chien avec les déchets de repas ?	Do you think it's a good idea to feed your dog table scraps?	Do you think it's a good idea to feed your dog table scraps?	True	True	1.5753539	648	648, 312, 474	1.0	648
56	Je crois que tu la connais.	Have you ever been abroad?	I think you know her.	False	False	1.5330763	264	264, 713, 598	0	113
57	Elle n'est pas gentille avec lui. À vrai dire, elle n'est gentille avec personne.	Cool story, bro.	She isn't kind to him. In fact, she's not kind to anyone.	False	False	1.594133	489	489, 562, 468	0	704
58	Je ne vous aurais jamais tiré dessus.	I saw your father.	I never would have shot you.	False	False	1.5496085	713	713, 214, 245	0	661
59	Je m'entends avec tout le monde.	I saw your father.	I get along with everybody.	False	False	1.5646949	713	713, 701, 724	0	88
60	Personne ne t'a-t-il interrogé ?	Didn't anyone question you?	Didn't anyone question you?	True	True	1.5843787	629	629, 562, 628	1.0	629
61	Tom a parlé sans cesse toute la nuit.	You sold some apples at the market.	Tom kept talking all night.	False	False	1.5193369	691	691, 214, 489	0	319
62	Je ne l'ai jamais aimé.	I drink his beer.	I've never liked him.	False	False	1.5666142	701	701, 214, 264	0	105
63	Ce n'était pas mon intention.	Who's your favorite writer?	It was not my intention.	False	True	1.6348819	601	601, 616, 861	0.3333333333333333	861
64	Où allez-vous en vacances cet été ?	Where are you going to vacation this summer?	Where are you going to vacation this summer?	True	True	1.566439	572	572, 724, 921	1.0	572
65	Si j'en ai si cruellement besoin, il me faut le cultiver. Je n'ai pas le choix.	I drink his beer.	If I want it so badly, I need to cultivate it. I have no choice.	False	False	1.551597	701	701, 828, 691	0	415
66	La tempête de neige se poursuivit.	This juice tastes sour.	The snowstorm continued.	False	True	1.6616547	133	133, 332, 694	0.5	332
67	Je chie dans ton lait.	I drink his beer.	I shit in your milk.	False	False	1.5619731	701	701, 214, 713	0	438
68	Il ne compte pas du tout sur moi.	Cool story, bro.	He doesn't altogether trust me.	False	False	1.597779	489	489, 740, 701	0	240
69	Le communisme ne sera jamais atteint de mon vivant.	Communism will never be reached in my lifetime.	Communism will never be reached in my lifetime.	True	True	1.6273966	985	985, 740, 214	1.0	985
70	Comment épelle-t-on votre nom de famille ?	What's the name of your ship?	How do you spell your family name?	False	False	1.5645446	108	108, 600, 601	0	273
71	Je n'ai pas compris un seul mot.	I drink his beer.	I did not understand a word.	False	False	1.6191003	701	701, 709, 801	0	109
72	Il confectionna une petite statue à base d'argile molle.	He made a little statue out of soft clay.	He made a little statue out of soft clay.	True	True	1.5684779	621	621, 691, 189	1.0	621
73	L'Islam émergea au septième siècle dans la péninsule arabique.	Islam emerged in the Arabian Peninsula in the seventh century.	Islam emerged in the Arabian Peninsula in the seventh century.	True	True	1.4702294	675	675, 723, 486	1.0	675
74	Je n'aurais pu résoudre cette affaire sans toi.	I couldn't have solved this case without you.	I couldn't have solved this case without you.	True	True	1.5828283	584	584, 713, 562	1.0	584
75	Elle demande comment c’est possible.	What an interesting book!	She's asking how that's possible.	False	False	1.633237	586	586, 107, 601	0	846
76	Dans ma famille, ce sont tous des lève-tôt.	Happy birthday, Muiriel!	My family are all early risers.	False	False	1.5575384	740	740, 351, 489	0	540
77	Si je pouvais être comme ça...	Cool story, bro.	If I could be like that...	False	True	1.615154	489	489, 790, 903	0.5	790
78	Il y a un type en bas qui te demande.	He who writes reads twice.	There's a guy downstairs asking for you.	False	False	1.6361248	468	468, 331, 586	0	674
79	Je t'aime !	I love you!	I love you!	True	True	1.6127374	892	892, 931, 489	1.0	892
80	Elle n'a pas froid aux yeux.	Cool story, bro.	She is not afraid of anything.	False	False	1.6326958	489	489, 157, 562	0	180
81	J'ai appris que tu venais juste de te marier.	Next thing you know, you'll be in the papers.	I heard you just got married.	False	False	1.5396131	903	903, 214, 453	0	464
82	Où est-ce que tout le monde se rend ?	Where is my Meerschaum pipe?	Where's everyone going?	False	False	1.527011	724	724, 107, 738	0	92
83	Je l'assurais de mon plus profond regret.	I drink his beer.	I showed him my deepest regret.	False	False	1.5402701	701	701, 214, 715	0	416
84	Vous auriez dû la fermer.	You ran in the garden.	You should've kept your mouth shut.	False	False	1.5314033	214	214, 713, 724	0	23
85	Ça montre seulement que tu n'es pas un robot.	It only shows you're not a robot.	It only shows you're not a robot.	True	True	1.6162139	910	910, 601, 839	1.0	910
86	Comment as-tu pu laisser passer cela ?	Did you see anyone leave?	How could you have let it happen?	False	False	1.5060427	633	633, 884, 304	0	181
87	J'ai vu votre père.	I saw your father.	I saw your father.	True	True	1.4864774	713	713, 214, 903	1.0	713
88	Personne ne m'invita à la fête.	You sold some apples at the market.	Nobody invited me to the party.	False	False	1.6332631	691	691, 701, 562	0	523
89	Je suis curieux.	I saw your father.	I am curious.	False	False	1.5191588	713	713, 489, 438	0	894
90	Tu me comprends.	I saw your father.	You understand me.	False	False	1.5587256	713	713, 715, 561	0	461
91	Le problème se résout tout seul.	How much is the fare to the Hilton Hotel?	The problem resolved itself.	False	False	1.6238005	107	107, 889, 548	0	246
92	Quand tu es à Rome, agis comme un Romain.	Your daily life is your temple and your religion.	When in Rome, do as the Romans do.	False	True	1.5664809	715	715, 713, 258	0.3333333333333333	258
93	Je ne voulais pas attraper froid, je ne suis donc pas sorti.	Cool story, bro.	I didn't want to catch a cold, so I didn't go out.	False	False	1.5517211	489	489, 110, 701	0	330
94	Vous vendiez des pommes au marché.	You sold some apples at the market.	You used to sell some apples at the market.	False	True	1.5305368	691	691, 690, 474	0.5	690
95	Il me l'a reproché.	I drink his beer.	He blamed it on me.	False	False	1.5626166	701	701, 214, 590	0	121
96	J'ai toujours plus apprécié les personnages mystérieux.	I liked you even more when I met you.	I always liked mysterious characters more.	False	True	1.5993192	116	116, 770, 438	0.5	770
97	La bougie s'est éteinte d'elle-même.	The cat is in its basket.	The candle went out by itself.	False	False	1.55488	548	548, 694, 717	0	527
98	C'est pas possible !	What an interesting book!	This can't be!	False	False	1.5883367	586	586, 107, 864	0	955
99	Veuillez accrocher votre manteau dans l'antichambre, s'il vous plait.	You ran in the garden.	Please hang your coat in the anteroom.	False	True	1.5280585	214	214, 234, 701	0.5	234
100	Ils veulent simplement faire ta connaissance.	Do you know someone here?	They just want to get to know you.	False	False	1.6248612	546	546, 839, 351	0	400
101	Quelqu'un peut-il m'aider ?	Does anyone care?	Can somebody help me?	False	False	1.5621989	536	536, 601, 600	0	56
102	Presque tout le monde était en retard.	You ran in the garden.	Almost everyone was late.	False	False	1.5586027	214	214, 448, 548	0	89
103	Arrête ! Tu la mets mal à l'aise !	Who's your favorite writer?	Stop it! You're making her feel uncomfortable!	False	False	1.5448105	601	601, 600, 107	0	933
104	Aujourd'hui nous sommes le 18 juin et c'est l'anniversaire de Muiriel !	Today is June 18th and it is Muiriel's birthday!	Today is June 18th and it is Muiriel's birthday!	True	True	1.512941	739	739, 740, 696	1.0	739
105	Quiconque vous a-t-il vu entrer ici ?	Did you see anyone leave?	Did anyone see you come in here?	False	False	1.5119615	633	633, 562, 645	0	649
106	Encore une tasse de café ?	How about another cup of coffee?	How about another cup of coffee?	True	True	1.5746336	312	312, 133, 958	1.0	312
107	Qui que ce soit d'autre se trouvait-il alentour ?	Who is your favorite author?	Was there anyone else around?	False	False	1.5676608	600	600, 699, 497	0	531
108	Selon mon opinion, un site web bien conçu ne devrait pas requérir de défilement horizontal.	In my opinion, a well-designed website shouldn't require horizontal scrolling.	In my opinion, a well-designed website shouldn't require horizontal scrolling.	True	True	1.6414046	577	577, 256, 489	1.0	577
109	Tom s'est fait une tasse de thé.	Tom made himself a cup of tea.	Tom made himself a cup of tea.	True	True	1.5269601	124	124, 691, 701	1.0	124
110	Quiconque va-t-il manger ça ?	Yes, what of it?	Is anyone going to eat that?	False	False	1.5500205	497	497, 699, 639	0	553
111	Je n'ai jamais aimé la biologie.	I never liked biology.	I never liked biology.	True	True	1.5853899	776	776, 701, 214	1.0	776
112	Quel livre intéressant !	What an interesting book!	What an interesting book!	True	True	1.5962031	586	586, 600, 601	1.0	586
113	Je vais m'évanouir si je ne m'assieds pas.	I drink his beer.	I'll drop if I don't sit down.	False	False	1.5722618	701	701, 245, 724	0	287
114	La salière était sur la table.	You sold some apples at the market.	The salt cellar was on the table.	False	True	1.5006592	691	691, 690, 404	0.3333333333333333	404
115	Voudras-tu couper tous les arbres ici ?	Where is my Meerschaum pipe?	Are you going to cut down all the trees here?	False	True	1.5278733	724	724, 633, 255	0.3333333333333333	255
116	Le mobilier de son bureau a pu donner lieu à une déduction d'impôt.	The exchange rates for foreign currency change daily.	He could deduct the furnishing of his work room from his taxes.	False	False	1.5418825	12	12, 694, 691	0	369
117	Est-ce que c'est une photo récente ?	What is this?	Is it a recent picture?	False	False	1.4997536	738	738, 864, 600	0	750
118	Il perçoit un salaire à six chiffres.	He has a six-figure salary.	He has a six-figure salary.	True	True	1.6181226	432	432, 12, 107	1.0	432
119	Ça m'a presque fait peur de ne pas te voir connectée pendant toute une journée.	You sold some apples at the market.	It almost scared me not to see you online for a whole day.	False	False	1.5520631	691	691, 87, 633	0	865
120	Tu ne fais que fuir les problèmes de la vie.	Who's your favorite writer?	You're just running away from life's problems.	False	False	1.5797293	601	601, 600, 715	0	847
121	Le seigle, le blé et l'orge sont des céréales.	Rye, wheat, and barley are cereals.	Rye, wheat, and barley are cereals.	True	True	1.4954185	192	192, 690, 189	1.0	192
122	Personne ne te l'a-t-il dit ?	Anybody in here?	Didn't anyone tell you?	False	True	1.5676653	562	562, 628, 629	0.5	628
123	Il me faut m'entretenir avec quelqu'un.	I drink his beer.	I have to talk to somebody.	False	False	1.6251566	701	701, 601, 729	0	39
124	J'ai un peu faim.	I shit in your milk.	I'm a bit hungry.	False	False	1.5697784	438	438, 341, 701	0	581
125	Je te remercie très sincèrement de m'avoir montré les erreurs.	I thank you sincerely for having shown me the errors.	I thank you sincerely for having shown me the errors.	True	True	1.5517874	268	268, 687, 230	1.0	268
126	Tout est changé, désormais.	You ran in the garden.	That's all changed now.	False	False	1.6204301	214	214, 164, 715	0	357
127	Aujourd'hui est un jour formidable !	Today is a good day!	Today is a good day!	True	True	1.5952046	696	696, 586, 562	1.0	696
128	Connais-tu quiconque, ici ?	Did you hug anybody?	Do you know someone here?	False	False	1.5043445	639	639, 600, 562	0	546
