	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	KAppfinder	KAppfinder	KAppfinder	True	True	0.5717883	500	500, 923, 565	1.0	500
1	Viidodat	Size:	Scope	False	False	0.89639735	431	431, 954, 927	0	383
2	1200 čd	1200dpi	1200dpi	True	True	0.83021235	765	765, 306, 841	1.0	765
3	Mendoza (MZ)	Mendoza (MZ)	Mendoza (MZ)	True	True	0.46981955	172	172, 284, 410	1.0	172
4	Iranalašgiella	Kurdish	Persian	False	False	0.8584256	526	526, 1, 342	0	97
5	Geavat & iežat signála	Cached information (e. g. favicons, web-pages)	Use customised bell	False	False	0.99111843	749	749, 611, 207	0	779
6	Lasit árvvu	Width must be at least 1.	Add value	False	False	1.0142357	757	757, 499, 28	0	494
7	jeara	Regina	ask	False	False	0.91173005	107	107, 967, 364	0	516
8	& Vállje čálána	No classname specified.	& Select Printer	False	False	1.1467898	462	462, 286, 395	0	471
9	Ii gávdnan prográmma « nspluginscan ». Ii sáhte ohcat Netscape- lassemoduvllaid.	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	True	True	0.6561123	251	251, 527, 632	1.0	251
10	Sáhttá čájehit/ lohkat ja rievdadit/ čállit	This page contains changes that have not been submitted. Reloading the page will discard these changes.	Can View/ Read & Modify/ Write	False	True	0.8733822	883	883, 653, 356	0.5	653
11	KDE- prográmma	Qt plugins	KDE Application	False	False	0.775635	988	988, 231, 542	0	386
12	Čájeheapmi	SHORTWEEKDAY	Browsing	False	True	0.92140913	651	651, 242, 661	0.5	242
13	Geavaheaddjedieđut	Browsing	User & Info	False	False	0.9937657	242	242, 499, 961	0	409
14	undo-type	undo-type	Could not open thumbnail '%s': %sundo-type	False	False	0.49388337	546	546, 785, 77	0	705
15	Badjerádji:	Company:	Max clients:	False	False	0.89553607	997	997, 372, 492	0	960
16	Go dát lea válljejuvvon, de vi- gohččumat badjelgehččet Kate sisahuksejuvvon gohččumiid. Ovdamearka dihte: Ctrl + R máksá « daga ođđasit », iige čájet ohcan - ja buhttenláseža mii lea standárda.	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	True	True	0.7557163	447	447, 527, 174	1.0	447
17	Čájet olles dokumeantabálgá namahusholggas	Do you want to disable showing the introduction in the webbrowsing profile?	Show the complete document path in the window caption	False	False	0.9508847	777	777, 611, 728	0	129
