	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Họ có nghiêm túc không?	Is there anyone who can pronounce this word?	Are they serious?	False	False	1.1349177	273	273, 446, 654	0	178
1	Xin lỗi, cho phép tôi chỉ ra ba lỗi trong bài viết trên.	Excuse me, let me point out three mistakes in the above article.	Excuse me, let me point out three mistakes in the above article.	True	True	1.0302329	516	516, 574, 321	1.0	516
2	Chúng tôi sống ở nông thôn trong suốt mùa hè.	We live in the country during the summer.	We live in the country during the summer.	True	True	1.0582868	900	900, 267, 435	1.0	900
3	Tom là nhân viên tốt nhất mà chúng ta chưa từng có.	I'll never forget having a good time with you all.	Tom is the best employee we've ever had.	False	True	1.0875854	426	426, 784, 563	0.3333333333333333	563
4	Đây là một bông hoa đẹp.	This is a beautiful flower.	This is a beautiful flower.	True	True	1.1830624	524	524, 583, 429	1.0	524
5	Tom là một người lính dũng cảm.	Tom has a good point.	Tom was a brave soldier.	False	False	1.2298293	915	915, 416, 36	0	410
6	Tom cực kỳ bối rối.	A computer is no more alive than a clock is.	Tom is very disturbed.	False	False	1.3724556	472	472, 583, 317	0	707
7	Bọn tớ vẫn đang cố	You're the last hope for humanity.	We're still pushing ahead.	False	True	1.081386	519	519, 575, 68	0.3333333333333333	68
8	Bạn muốn dùng sữa hay đường?	Do you want sugar or milk?	Do you want sugar or milk?	True	True	1.0687674	481	481, 351, 59	1.0	481
9	Hắn phạm tôi ăn cắp.	Don't forget to put out the fire.	He is guilty of stealing.	False	False	1.1482618	646	646, 838, 997	0	848
10	Tôi có ba em trai.	My mother is loved by my father.	I have three younger brothers.	False	False	1.1558186	941	941, 987, 354	0	470
11	Cô ấy nói chậm lại vì học sinh không nghe kịp.	My sister hasn't done homework for herself.	She spoke slowly in case the students should miss her words.	False	False	1.250967	939	939, 396, 19	0	658
12	Anh ta đi ra ngoài bất chấp cơn mưa.	When it is darkest, men see the stars.	He went out in spite of the rain.	False	False	1.1205761	649	649, 650, 435	0	949
13	Họ tố cáo anh ấy có mặt trong lớp để gấy náo động.	The situation calls for our cool judgement.	They accused him of being in the classroom in order to cause trouble.	False	False	1.2425382	666	666, 756, 300	0	931
14	Hôm qua tôi đã đọc sách.	Yesterday, I read a book.	Yesterday, I read a book.	True	True	1.1630296	689	689, 633, 301	1.0	689
15	Chúng tôi thấy ngồi nhà rung lắc.	When it is darkest, men see the stars.	We felt the house shake.	False	False	1.1526146	649	649, 575, 435	0	711
16	Làm sao để tìm thức ăn ngoài vũ trụ?	How do you find food in outer space?	How do you find food in outer space?	True	True	0.9722158	196	196, 59, 258	1.0	196
17	Chúng tôi bơi trong hồ.	Let me back in.	We swam in the lake.	False	True	1.1443048	650	650, 649, 441	0.3333333333333333	441
18	Tôi phải làm việc vào tuần này.	We need to take you home.	I have to work this weekend.	False	True	1.1234704	292	292, 960, 463	0.3333333333333333	463
19	London nằm trong số những thành phố lớn nhất thế giới.	London is among the largest cities in the world.	London is among the largest cities in the world.	True	True	0.9342742	168	168, 428, 717	1.0	168
20	Tôi xin hứa tôi sẽ không làm vậy nữa.	Whatever happens, we'll always be friends.	I promise I won't do that again.	False	False	1.1356711	798	798, 633, 255	0	811
21	Tôi cảm thấy dễ chịu hơn nhiều.	It's so hard to keep up with teenage clothing fashions these days because they change so often.	I'm feeling much better.	False	False	1.2014742	731	731, 473, 193	0	547
22	Tôi rất mơ ước được nhìn thấy Paris.	I still want to be with you.	I'm dying to see Paris.	False	True	1.1538625	1	1, 426, 352	0.3333333333333333	352
23	Không có gì cứng bằng kim cương.	Nothing is as hard as a diamond.	Nothing is as hard as a diamond.	True	True	1.1068175	259	259, 649, 583	1.0	259
24	Rượu bản thân nó không có hại.	Flowers make her happy.	Wine is not harmful in itself.	False	True	1.1654217	429	429, 36, 161	0.3333333333333333	161
25	Muối là nguyên liệu nhất thiết phải có để nấu nướng.	The soup tastes of garlic.	Salt is an indispensable ingredient for cooking.	False	True	1.1200235	63	63, 849, 754	0.3333333333333333	754
26	Tôi định sẽ nói với anh sự thật	You're the last hope for humanity.	I'll tell you the truth.	False	False	1.1024822	519	519, 1, 987	0	62
27	Số tiền này ít hơn số bọn mình muốn.	This is much less money than we expected.	This is much less money than we expected.	True	True	1.2027738	124	124, 956, 549	1.0	124
28	Tôi ở Osaka	I love coming back here.	I stay in Osaka.	False	False	1.2555718	213	213, 367, 336	0	249
29	Trường của chúng tôi ở trong làng này.	Let me back in.	Our school is in this village.	False	False	1.1168466	650	650, 435, 677	0	856
30	Nước Bra-xin có rất nhiều thành phố lớn.	There are a lot of big cities in Brazil.	There are a lot of big cities in Brazil.	True	True	1.2286127	453	453, 869, 731	1.0	453
31	Tôi hoàn toàn không hiểu bạn.	It is a great pity that you don't know it.	I don't quite follow you.	False	False	1.0756426	792	792, 501, 765	0	904
