	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	"სხვა ბიბლიურ იგავში იგივე აზრი ასეა გადმოცემული: « თუ გაჭირვების დროს დაუძლურდი ["" გული გაგიტყდა "" აქ], მცირე ყოფილა შენი ძალა ["" ძალა გამოგეცლება "" აქ] »."	Just as any good soldier takes the time to study his enemy’s tactics , the alcoholic must educate himself regarding the nature of alcoholism and how it destroys the alcoholic and those close to him . * ​ — Hebrews 5 : 14 .	Even when certain problems cannot be avoided , you can learn to control your emotions so as not to feel overwhelmed with discouragement .	False	False	0.8855716	121	121, 409, 102	0	487
1	თუ სხვა მხრიდან შევხედავთ მდგომარეობას, პლანეტაზე მოსახლეობის რიცხვი ამჟამად ყოველ წუთს 170 ადამიანით იზრდება.	This is reflected in UN statistics indicating that the voluntary use of contraceptives in developing countries has risen dramatically , from 10 percent of couples in the 1960 ’ s to 51 percent today .	To look at it another way , the number of people on the planet is presently increasing by about 170 people every minute .	False	False	0.8185202	480	480, 796, 87	0	330
2	ბებია კი, რომელსაც ბავშვების აღზრდის გამოცდილება აქვს, ბუნებრივია, ფიქრობს, რომ რჩევისთვის მას უნდა მიმართონ.	Increasingly , couples want to plan when to begin having children , how many to have , how far apart to have them , and when to stop .	On the other hand , grandmother , with her years of experience in child training , naturally feels that she is the one qualified to give advice .	False	False	0.8304751	627	627, 981, 449	0	501
3	როდესაც რაღაცა გულს გიწვრილებთ ან მარტოობის გრძნობა გაწუხებთ, ნუ გაგიკვირდებათ, თუ დაძლეული ცუდი ჩვევა კვლავ ეცდება დაბრუნებას.	Many have learned through experience the truth of the Yoruba saying : “ Ọmọ bẹẹrẹ , òṣì bẹẹrẹ ” ( an abundance of children , an abundance of poverty ) .	So even after you feel that you have overcome an undesirable habit , if you come under stress ​ — such as caused by a financial setback , health problems , various disappointments — ​ beware of a relapse !	False	False	0.61039364	922	922, 409, 747	0	48
4	"ბიბლიის შესწავლას შეუძლია "" ბრიყვთათვის ["" გამოუცდელთათვის "", აქ] გამჭრიახობის, ყრმისათვის ცოდნისა და გონიერების მინიჭება "", რათა თავი აარიდო ვითარებებს, რომელთაც შეიძლება უზნეობა მოჰყვეს."	Many have learned through experience the truth of the Yoruba saying : “ Ọmọ bẹẹrẹ , òṣì bẹẹrẹ ” ( an abundance of children , an abundance of poverty ) .	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	False	False	0.5565194	922	922, 583, 409	0	680
5	იყიდე, რაც ნამდვილად გჭირდება.	Rather than reach for a cigarette , drink plenty of water and fruit juices . Liquids cleanse .	Visit places where smoking is forbidden , such as museums and libraries .	False	False	1.0012608	286	286, 164, 5	0	86
6	ფაქტია, რომ არც ბავშვი — არც მოზრდილი — არ არის მიზეზი, ვერც გააკონტროლებს და ვერც განკურნავს, თუ ვინმე ლოთობს.	Many have learned through experience the truth of the Yoruba saying : “ Ọmọ bẹẹrẹ , òṣì bẹẹrẹ ” ( an abundance of children , an abundance of poverty ) .	The reality is that no child ​ — or adult — ​ can cause , control , or cure anyone else’s drinking .	False	False	0.80742526	922	922, 583, 449	0	37
7	შეწყვიტე საკუთარი თავის დადანაშაულება.	Maureena says : “ I came to know Jehovah as the One who would never abandon me physically , mentally , or emotionally . ”	‘ If you treated me better , I wouldn’t have to drink , ’ the alcoholic may claim .	False	False	0.93493724	721	721, 182, 811	0	350
8	თანდათანობით ვითარება უარესდება.	The result is a strained relationship , if not outright rivalry between the two of them . This tendency seems to intensify as the size of families decreases .	Now elderly parents are being abandoned in hospitals and institutions .	False	False	0.9903301	207	207, 224, 645	0	580
9	იაპონიის ერთ - ერთი სააგენტოს მიერ გავრცელებული ცნობის თანახმად, იაპონიასა და ტაილანდში ხანდაზმულთა უმრავლესობას თავიანთ ახლობლებთან სურთ ცხოვრება.	According to an international survey by the Management and Coordination Agency in Japan , the majority of the elderly in Japan and Thailand want to live with their kin .	According to an international survey by the Management and Coordination Agency in Japan , the majority of the elderly in Japan and Thailand want to live with their kin .	True	True	0.8513918	605	605, 87, 922	1.0	605
