	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Af þessu má sjá hvers vegna læknar segja að svo erfitt sé að ráða niðurlögun herpes.	Of course , controversy still surrounds some of these treatments , but a person is wise to investigate a treatment thoroughly before submitting to it .	You can thus see why doctors say that herpes is so tough to kill .	False	False	0.97694397	484	484, 118, 586	0	417
1	Hún yrði tákn fyrir fylgjendur Jesú um að flýja borgina og Júdeu.	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	True	True	0.93613744	404	404, 148, 922	1.0	404
2	Hið þýska evangelíska - lútherska spurningakver fyrir fullorðna (Evangelischer Erwachsenenkatechismus) segir um skiptingu líkama og sálar samkvæmt kenningu Platons: Evangelískir nútímaguðfræðingar véfengja þessa sameiningu grískra og biblíulegra hugtaka . . . .	The German Lutheran Catechism for Grown - Ups ( Evangelischer Erwachsenenkatechismus ) states regarding the body - soul split taught by Plato : “ Evangelical theologians of modern times challenge this combination of Greek and Biblical concepts . . . .	The German Lutheran Catechism for Grown - Ups ( Evangelischer Erwachsenenkatechismus ) states regarding the body - soul split taught by Plato : “ Evangelical theologians of modern times challenge this combination of Greek and Biblical concepts . . . .	True	True	0.8651407	215	215, 772, 731	1.0	215
3	Sálin — er hún þú eða er hún í þér?	The Soul ​ — Is It You ? Or Is It in You ?	The Soul ​ — Is It You ? Or Is It in You ?	True	True	1.1823735	173	173, 979, 890	1.0	173
4	Sýking á sér stað við kynmök . Þegar sýkillinn T.	Nevertheless , doctors say gonorrhea can still work its way into the blood system and infect vital organs , and women are especially prone to gonorrhea complications .	Infection occurs during sexual relations .	False	False	1.1153181	371	371, 296, 326	0	742
5	900 árum síðar,	900 years later	900 years later	True	True	1.0726705	187	187, 648, 101	1.0	187
6	"Eyjabúarnir 167 voru tregir til að fara, en þeir féllust á það þegar þeim var sagt að tilraunirnar væru "" gerðar í þágu mannkynsins og til að stuðla að endi allra heimsstyrjalda . """	Many would ridicule all the evidence that “ the last days ” of the present system had arrived .	The 167 islanders were loath to leave , but they consented when they were told that the tests were “ for the good of mankind and to end all world wars . ”	False	True	0.9494599	298	298, 242, 686	0.5	242
7	Hún hefur varpað skugga á lífsstíl sem hét mönnum frelsi en hefur í reynd gefið mörgum ekkert annað en sorgir og eymd.	Blinded at first by its glitter and glamour , many are for the first time glimpsing its dark side : alienation , pain and human misery .	It has cast a shadow upon a way of life that promised freedom , but that for many has delivered nothing but heartache and misery .	False	False	1.0448278	730	730, 757, 466	0	492
8	Hvaða áhrif mun þessi vitneskja hafa á þig að því er varðar að dýrka, hafa til sýnis eða bera á þér kross, eða þá að gera krossmark?	How will this knowledge affect you in relation to venerating and displaying or wearing a cross , or making the sign of the cross ?	How will this knowledge affect you in relation to venerating and displaying or wearing a cross , or making the sign of the cross ?	True	True	1.051505	637	637, 489, 731	1.0	637
9	En hvers vegna trúa þeir því?	But why do they believe it ?	But why do they believe it ?	True	True	1.1843846	172	172, 614, 109	1.0	172
