	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Сертификатым пемгыдемдыме огыл. Кече ден жапым шке компьютерыштет терге.	%s encountered errors migrating your settings from %s to %s. Please investigate and complete the migration by hand. Please report this error at http://developer.pidgin.im	The certificate is not valid yet. Check that your computer's date and time are accurate.	False	False	0.9531269	212	212, 396, 553	0	500
1	%s %s. Ешартыш увераҥарым налашлан, `%s -h' пого.	%s %s. Try `%s -h' for more information.	%s %s. Try `%s -h' for more information.	True	True	0.5885519	383	383, 794, 215	1.0	383
2	Пайдаланышым тӱкылаш	Bluetooth settings…	Block User	False	False	0.9740577	714	714, 335, 748	0	765
3	Электронике	Video Camera	Electronics	False	True	0.75381637	203	203, 172, 167	0.5	172
4	Каталог серверым йодыштын кертме огыл.	He lives in Yoshkar-Ola.	Could not query the directory server.	False	False	1.03512	52	52, 53, 404	0	97
5	detach: Тиде сессийым кӱрлаш	detach: Detach this session	detach: Detach this session	True	True	0.66921175	779	779, 335, 51	1.0	779
6	Тӱшка-влакым иктыш ушаш	%s has paused while typing to you (%s)	Merge Groups	False	False	0.97854376	748	748, 581, 958	0	494
7	Монитор	Mouse	Monitor	False	False	0.6228452	452	452, 846, 556	0	516
8	Пыштыше	Buxon	Boot loader	False	False	0.8421743	276	276, 558, 199	0	471
9	Тиде вашкылым кораҥдет гын, тушко пурышо чыламутланыше кораҥдалтеш	A group named '%s' already exists in your buddy list.	Removing this contact will also remove all the buddies in the contact	False	False	1.0568383	116	116, 748, 822	0	251
10	Тый %s мутланымаш лӱмер гыч кораҥдет. Шуйынет?	%s %s. Try `%s -h' for more information.	You are about to remove %s from your buddy list. Do you want to continue?	False	False	0.9654168	383	383, 794, 215	0	653
11	Койдымолан каласымашым колташ огеш лий:	A group named '%s' already exists in your buddy list.	Message could not be sent, not allowed while invisible:	False	False	1.0921574	116	116, 822, 383	0	386
12	Возалтмаш йоҥылыш	Save Playlist…	Registration Error	False	False	0.8838117	335	335, 454, 973	0	242
13	PIN-код чын огыл. Тудо цифр-влак дене гына лийшаш [0-9].	The PIN is invalid. It should only consist of digits [0-9].	The PIN is invalid. It should only consist of digits [0-9].	True	True	0.9267516	409	409, 897, 212	1.0	409
14	_Пайдаланыше лӱм:	_Report idle time:	User_name:	False	False	0.9326273	122	122, 943, 548	0	705
