	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Сертификатым пемгыдемдыме огыл. Кече ден жапым шке компьютерыштет терге.	Either the host name or port number specified for your given proxy type is invalid.	The certificate is not valid yet. Check that your computer's date and time are accurate.	False	False	1.1784222	370	370, 444, 474	0	500
1	%s %s. Ешартыш увераҥарым налашлан, `%s -h' пого.	At %s since %s	%s %s. Try `%s -h' for more information.	False	True	1.1330199	652	652, 383, 215	0.5	383
2	Пайдаланышым тӱкылаш	Join whom in chat?	Block User	False	False	1.4449707	111	111, 279, 77	0	765
3	Электронике	Video Camera	Electronics	False	True	1.387376	203	203, 172, 126	0.5	172
4	Каталог серверым йодыштын кертме огыл.	Save buddylist to file...	Could not query the directory server.	False	False	1.2557672	404	404, 744, 444	0	97
5	detach: Тиде сессийым кӱрлаш	detach: Detach this session	detach: Detach this session	True	True	1.2853869	779	779, 708, 335	1.0	779
6	Тӱшка-влакым иктыш ушаш	It’s fate.	Merge Groups	False	False	1.3906324	51	51, 237, 919	0	494
7	Монитор	Partner	Monitor	False	False	1.3201432	829	829, 911, 285	0	516
8	Пыштыше	Play	Boot loader	False	False	1.3052741	323	323, 780, 100	0	471
9	Тиде вашкылым кораҥдет гын, тушко пурышо чыламутланыше кораҥдалтеш	We got used to late-hour work.	Removing this contact will also remove all the buddies in the contact	False	False	1.3699003	13	13, 4, 202	0	251
10	Тый %s мутланымаш лӱмер гыч кораҥдет. Шуйынет?	Allow %s to contact you?	You are about to remove %s from your buddy list. Do you want to continue?	False	False	1.305121	608	608, 584, 440	0	653
11	Койдымолан каласымашым колташ огеш лий:	Co_nversations:	Message could not be sent, not allowed while invisible:	False	False	1.3147904	629	629, 877, 40	0	386
12	Возалтмаш йоҥылыш	Save Playlist…	Registration Error	False	False	1.2286664	335	335, 384, 119	0	242
13	PIN-код чын огыл. Тудо цифр-влак дене гына лийшаш [0-9].	The PIN is invalid. It should only consist of digits [0-9].	The PIN is invalid. It should only consist of digits [0-9].	True	True	1.1478415	409	409, 919, 610	1.0	409
14	_Пайдаланыше лӱм:	_Port:	User_name:	False	False	1.4162204	548	548, 320, 157	0	705
15	%s Финч угыч ушнаш тӧчаш огеш тӱҥал, кызыт йоҥылышым тӧрлате да шке шотан возышым угыч чӱктӧ.	Attempting to connect to %s:%hu.	%s Finch will not attempt to reconnect the account until you correct the error and re-enable the account.	False	False	1.3098887	140	140, 652, 51	0	960
16	Mxit дене ушымо годым йоҥылыш лийын. (лудмо йыжыҥ 0x05)	Co_nversations:	A connection error occurred to MXit. (read stage 0x05)	False	True	1.2881492	629	629, 447, 748	0.5	447
17	Пайдаланыше-влакым кычалаш...	Waiting for response...	Search for Users...	False	False	1.2788622	975	975, 544, 533	0	129
18	ayttm	ayttm	ayttm	True	True	1.3068979	353	353, 278, 312	1.0	353
19	Чынлыкым терген керташ ыш лий: %s	Failed to store image: %s	Unable to authenticate: %s	False	False	1.2663541	610	610, 263, 262	0	950
20	Экраным пырля кучылтмаш	Send emoticons	Screen Sharing	False	False	1.3239003	949	949, 360, 296	0	805
21	%s -лан йолташ лӱмым шынде.	0 people in room	Set friendly name for %s.	False	False	1.2844254	390	390, 652, 140	0	791
22	Угыч аныклаш	Search in	Overwrite	False	False	1.3702612	721	721, 119, 446	0	467
23	Шке IM	Top	Personal IM	False	False	1.4666591	318	318, 188, 484	0	868
24	Авторизацийым ӧрдыжтарыме нерген каласымаш:	Auto-response sent:	Authorization Denied Message:	False	False	1.4251117	919	919, 867, 759	0	645
