	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	"სხვა ბიბლიურ იგავში იგივე აზრი ასეა გადმოცემული: « თუ გაჭირვების დროს დაუძლურდი ["" გული გაგიტყდა "" აქ], მცირე ყოფილა შენი ძალა ["" ძალა გამოგეცლება "" აქ] »."	“ Our tastes and methods differ , and I was flustered every time a disagreement arose , ” says a woman who has lived with her mother - ​ in - ​ law for more than 12 years .	Even when certain problems cannot be avoided , you can learn to control your emotions so as not to feel overwhelmed with discouragement .	False	False	0.527961	823	823, 449, 926	0	487
1	თუ სხვა მხრიდან შევხედავთ მდგომარეობას, პლანეტაზე მოსახლეობის რიცხვი ამჟამად ყოველ წუთს 170 ადამიანით იზრდება.	This is reflected in UN statistics indicating that the voluntary use of contraceptives in developing countries has risen dramatically , from 10 percent of couples in the 1960 ’ s to 51 percent today .	To look at it another way , the number of people on the planet is presently increasing by about 170 people every minute .	False	False	0.5004643	480	480, 87, 373	0	330
2	ბებია კი, რომელსაც ბავშვების აღზრდის გამოცდილება აქვს, ბუნებრივია, ფიქრობს, რომ რჩევისთვის მას უნდა მიმართონ.	One husband , who has learned to handle situations tactfully , first finds out how his wife feels . Then , in the presence of his wife , he talks to his mother about the issues involved .	On the other hand , grandmother , with her years of experience in child training , naturally feels that she is the one qualified to give advice .	False	False	0.45543146	508	508, 0, 739	0	501
3	როდესაც რაღაცა გულს გიწვრილებთ ან მარტოობის გრძნობა გაწუხებთ, ნუ გაგიკვირდებათ, თუ დაძლეული ცუდი ჩვევა კვლავ ეცდება დაბრუნებას.	Even when certain problems cannot be avoided , you can learn to control your emotions so as not to feel overwhelmed with discouragement .	So even after you feel that you have overcome an undesirable habit , if you come under stress ​ — such as caused by a financial setback , health problems , various disappointments — ​ beware of a relapse !	False	False	0.56062436	487	487, 691, 797	0	48
4	"ბიბლიის შესწავლას შეუძლია "" ბრიყვთათვის ["" გამოუცდელთათვის "", აქ] გამჭრიახობის, ყრმისათვის ცოდნისა და გონიერების მინიჭება "", რათა თავი აარიდო ვითარებებს, რომელთაც შეიძლება უზნეობა მოჰყვეს."	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	True	True	0.41135	680	680, 472, 469	1.0	680
5	იყიდე, რაც ნამდვილად გჭირდება.	Some are deliberately killed by smothering , drowning , and in other ways .	Visit places where smoking is forbidden , such as museums and libraries .	False	False	0.60997224	926	926, 846, 233	0	86
6	ფაქტია, რომ არც ბავშვი — არც მოზრდილი — არ არის მიზეზი, ვერც გააკონტროლებს და ვერც განკურნავს, თუ ვინმე ლოთობს.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	The reality is that no child ​ — or adult — ​ can cause , control , or cure anyone else’s drinking .	False	False	0.4931028	469	469, 449, 508	0	37
7	შეწყვიტე საკუთარი თავის დადანაშაულება.	Some are deliberately killed by smothering , drowning , and in other ways .	‘ If you treated me better , I wouldn’t have to drink , ’ the alcoholic may claim .	False	False	0.62645686	926	926, 18, 885	0	350
8	თანდათანობით ვითარება უარესდება.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	Now elderly parents are being abandoned in hospitals and institutions .	False	False	0.6639786	469	469, 207, 623	0	580
9	იაპონიის ერთ - ერთი სააგენტოს მიერ გავრცელებული ცნობის თანახმად, იაპონიასა და ტაილანდში ხანდაზმულთა უმრავლესობას თავიანთ ახლობლებთან სურთ ცხოვრება.	According to an international survey by the Management and Coordination Agency in Japan , the majority of the elderly in Japan and Thailand want to live with their kin .	According to an international survey by the Management and Coordination Agency in Japan , the majority of the elderly in Japan and Thailand want to live with their kin .	True	True	0.4763713	605	605, 87, 480	1.0	605
10	""" სიმტკიცე ნიშნავს ბოთლისა და ბავშვურობისგან გათავისუფლებას "" — ამბობს ექიმი."	“ Do not despise your mother just because she has grown old , ” admonishes the Bible . Yet , with marriage , there is an adjustment in relationships .	In other words , much more than the drinking must change ; the inner man must change as well .	False	False	0.5135182	449	449, 823, 680	0	110
11	ალკოჰოლიზმი და ერთობლივი მორჩილება	Some are deliberately killed by smothering , drowning , and in other ways .	Gangrene made it necessary for Alice’s leg to be amputated . Alcoholism and Codependency	False	False	0.65178144	926	926, 469, 307	0	848
12	ბოლო წლებში აქ რელიგიის მიმართ ახალგაზრდების ინტერესი იზრდება.	Experts speculate that massive unemployment may lead to civil strife , deepening poverty , and further destruction of natural resources .	In recent years young people there have shown an increasing interest in religion .	False	False	0.5356697	863	863, 124, 207	0	258
13	იმასთან დაკავშირებით, თუ რა არის საჭირო ამ უპირატესობის მისაღებად, შეგიძლია ესაუბრო მშობლებს ან ადგილობრივი კრების უხუცესებს.	Experts speculate that massive unemployment may lead to civil strife , deepening poverty , and further destruction of natural resources .	If you are not one already , you could also make it your goal to represent a congregation of Jehovah’s Witnesses as an unbaptized publisher .	False	False	0.4925561	863	863, 469, 981	0	811
14	რამდენად მისაღებია.	Nevertheless , if you are to make spiritual advancement , much more is required .	And whether or not the book ever gets read may well depend on how inviting the cover is .	False	False	0.8616904	285	285, 337, 83	0	726
15	"შემდეგი იგავიც გვიჩვენებს სხვებისგან რჩევის მიღების ფასეულობას: "" რკინა რკინით ილესება, კაცი კი კაცის სახეს ლესავს ""."	“ Do not despise your mother just because she has grown old , ” admonishes the Bible . Yet , with marriage , there is an adjustment in relationships .	The following proverb also shows the value of seeking counsel from others : “ By iron , iron itself is sharpened . So one man sharpens the face of another . ”	False	True	0.54498744	449	449, 102, 654	0.5	102
16	დაამტვრიე სახლში ყველა სიგარეტი და წყალს გაატანე.	It takes time for the alcoholic to reconstruct his life .	Take positive action to break the habit . Break up any cigarettes in the house , and pour water over them .	False	False	0.66213965	233	233, 0, 708	0	293
17	იმ დროს, როდესაც ბედნიერი ბავშვობა უნდა მქონოდა, გულში ვიკლავდი გრძნობებს, სურვილებსა და იმედებს.	One husband , who has learned to handle situations tactfully , first finds out how his wife feels . Then , in the presence of his wife , he talks to his mother about the issues involved .	But God promises that soon he will usher in a peaceful new world in which he will wipe out all tears and sorrow .	False	False	0.513283	508	508, 823, 739	0	111
18	რაც უფრო ძლიერდებოდა ჩვენი მეგობრობა, მით უფრო მიყვარდებოდა.	“ Do not despise your mother just because she has grown old , ” admonishes the Bible . Yet , with marriage , there is an adjustment in relationships .	But as the friendship grew closer , I realized I had fallen in love with him .	False	False	0.5828564	449	449, 207, 194	0	909
19	"ბიბლიაში ნათქვამია, რომ არის "" ჟამი ტირილისა ""."	The Bible , however , reveals that God’s name is Jehovah , using that name over 7,000 times !	But you need not grieve forever . The pain will diminish in time .	False	False	0.5461359	800	800, 965, 199	0	905
20	ასეთი კითხვების წამოჭრა არ არის არასწორი ან ბრიყვული.	Some are deliberately killed by smothering , drowning , and in other ways .	Asking such questions is not wrong or disrespectful .	False	False	0.54376066	926	926, 469, 415	0	815
21	აულაგმავმა უარყოფითმა ემოციებმა შეიძლება დაგასუსტოთ.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	The power of discouragement is often underestimated .	False	False	0.66774154	469	469, 214, 415	0	327
22	მაგრამ, როგორ უნდა მოიქცეს მწყენინებელი?	Sadly and too often , the son does not realize that . ” How , then , can a husband take an active role in making peace in his family ?	But what about the offender ?	False	False	0.5621594	739	739, 337, 305	0	914
23	იმავეს გრძნობს ბევრი ახალგაზრდა ქრისტიანულ სამყაროში.	Timothy , the reputable young man whom the apostle Paul took on his missionary journeys , was brought up by his Jewish mother , Eunice .	But could it be that your spiritual progress has likewise been hindered by nagging doubts ?	False	False	0.53889763	44	44, 125, 8	0	16
24	ზოგს შესაძლოა არ სურს შეზღუდოს შვილების რაოდენობა.	The result is a strained relationship , if not outright rivalry between the two of them . This tendency seems to intensify as the size of families decreases .	Others , using some method of contraception , may decide not to have any children at all . Many birth - control methods are available , each with its advantages and disadvantages .	False	False	0.5234978	207	207, 675, 796	0	981
25	მაგრამ ფსიქოლოგიური დამოკიდებულების გადალახვა გაცილებით რთულია.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	But the psychological dependence is much more difficult to manage .	False	False	0.54482365	469	469, 207, 981	0	488
26	რა მიზნით გამოაღვიძებს ამ ბოროტმოქმედს ღმერთი?	Sadly and too often , the son does not realize that . ” How , then , can a husband take an active role in making peace in his family ?	For what purpose will God awaken this criminal ?	False	False	0.62001944	739	739, 171, 711	0	174
27	მაგრამ ჩემი გული მაგარი და ჯანმრთელია.	“ Even though this has been a very painful time in my life , it has been a time of great spiritual growth , ” he says .	But my heart is strong and healthy .	False	False	0.55485225	299	299, 660, 282	0	395
28	შეერთებული შტატების ჯანმრთელობის დაცვის ყოფილმა ხელმძღვანელმა, კ.	On the other hand , her mother - ​ in - ​ law , Tokiko , became distressed when her daughter - ​ in - ​ law , in tidying up the house , discarded items that Tokiko had cherished for years .	Everett Koop observed that no one had done “ a study on the emotional reaction or the guilt of the woman who has had an abortion and now desperately wants a baby that she cannot have . ”	False	False	0.6248472	0	0, 480, 823	0	887
29	შეგიძლია დაამტკიცო ისეთი ცრუ დოგმატების უსაფუძვლობა, როგორიც არის სამება და სულის უკვდავება?	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	Can you prove Scripturally that there is a hope for eternal life both in the heavens and on the earth ?	False	False	0.5232011	469	469, 680, 926	0	855
30	13 დეკემბერი:	NOVEMBER 12 :	DECEMBER 13 :	False	False	0.96168876	89	89, 539, 394	0	148
31	სულიერი მოთხოვნილებების დაკმაყოფილება	Some are deliberately killed by smothering , drowning , and in other ways .	What will I get for my efforts ? ’ Satisfying Your Spiritual Need	False	False	0.65399325	926	926, 863, 469	0	182
32	როდესაც ზემოხსენებული სიტყვები გვითხრა, ის 74 წლის იყო!	When relating the above , Robert was 74 years old !	When relating the above , Robert was 74 years old !	True	True	0.6154195	785	785, 18, 15	1.0	785
33	შეუბრალებლად რომ მოჰკითხოს პასუხი მისი წარსული ცოდვების გამო?	Granted , one who takes his own life deprives himself of the opportunity to repent of his self - murder .	So that He mercilessly can hold his past sins against him ?	False	False	0.5563705	127	127, 739, 797	0	417
34	მაშ, რა შეიძლება იყოს პრობლემების მიზეზი?	What , then , may cause the problems ? Who Makes the Decisions ?	What , then , may cause the problems ? Who Makes the Decisions ?	True	True	0.58883	541	541, 552, 7	1.0	541
35	ვალდებულების გრძნობა კი არა, სიყვარული აყალიბებს კარგ ურთიერთობას.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	Love , not a feeling of obligation , builds up fine relationships	False	False	0.4596597	469	469, 207, 985	0	436
36	"ამგვარად , რადგან იეჰოვამ გაიღო მსხვერპლი "" მრავალთა გამოსასყიდად "" , მას უფლება აქვს , თავისი წყალობა თვითმკვლელებზეც მოიღოს , აღადგინოს ისინი და მისცეს ' მონანიების , ღვთისკენ მოქცევისა და მონანიების ღირსი საქმეების კეთების ' ძვირფასი შესაძლებლობა ."	Thus , Jehovah , having paid “ a ransom in exchange for many , ” is within his right to extend mercy , even to some self - murderers , by resurrecting them and giving them the precious opportunity to “ repent and turn to God by doing works that befit repentance . ” ​ — Matthew 20 : 28 ; Acts 26 : 20 .	Thus , Jehovah , having paid “ a ransom in exchange for many , ” is within his right to extend mercy , even to some self - murderers , by resurrecting them and giving them the precious opportunity to “ repent and turn to God by doing works that befit repentance . ” ​ — Matthew 20 : 28 ; Acts 26 : 20 .	True	True	0.4367149	472	472, 680, 926	1.0	472
37	ამის გამო ალისას დედის მსგავს ადამიანებს უწოდებენ ორმაგად მორჩილებს.	Some are deliberately killed by smothering , drowning , and in other ways .	* She becomes so caught up in the alcoholic’s problem that she manifests the same dependency traits ​ — but without the alcohol .	False	False	0.5788512	926	926, 449, 981	0	72
38	მაგალითად, როდესაც წონაში დაკლებას ცდილობდით მიღწეული წარმატების შესამოწმებლად ყოველდღიურად ან ყოველკვირეულად აწონვის შემდეგ, ალბათ, გარკვეულ ჩანაწერებს აკეთებდით.	These strategies can be used continuously , or in some cases it may be enough to revive them from time to time , as in periods of stress or strong temptation .	Other causes of relapse can be social pressures , conflicts with people , negative emotions , and being in situations where temptation is strong . Relapse Prevention	False	False	0.5388105	719	719, 87, 480	0	28
39	უმალავს ფულს, მაგრამ ის მეგობრებისგან სესხულობს.	She conceals his liquor , but he buys more .	She hides his money , but he borrows from a friend .	False	False	0.5412799	251	251, 508, 352	0	720
40	ის იყო თავისი პატარა და - ძმების მომვლელი — და ყოველივე ამას აკეთებდა ექვსი წლის ასაკიდან!	Albert , for example , was his family’s breadwinner at 14 years of age !	She was also the primary caretaker of her siblings ​ — all of this starting when she was merely six years of age !	False	True	0.5359479	531	531, 936, 478	0.3333333333333333	478
41	""" ჩემთან ერთად იქნები სამოთხეში "", — უთხრა იესომ სიკვდილმისჯილ ბოროტმოქმედს."	“ Our tastes and methods differ , and I was flustered every time a disagreement arose , ” says a woman who has lived with her mother - ​ in - ​ law for more than 12 years .	Jesus told a criminal sentenced to death : “ You will be with me in Paradise . ”	False	False	0.5679891	823	823, 449, 732	0	84
42	იმასთან დაკავშირებით, თუ ვინ მიიღებს გადაწყვეტილებებს, გონივრულ შეთანხმებას უნდა მიაღწიონ.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	Reasonable agreement must be reached as to who makes the decisions	False	False	0.57013595	469	469, 863, 18	0	310
43	"შეგიძლია დაამტკიცო, რომ 1914 წლიდან "" უკანასკნელ დღეებში "" ვცხოვრობთ?."	Can you establish that we have been living in “ the last days ” since 1914 ?	Can you establish that we have been living in “ the last days ” since 1914 ?	True	True	0.5409515	237	237, 823, 616	1.0	237
44	უარეს შემთხვევაში, საზღვარგადაცილებული შეჯიბრება ჩხუბს და სიკვდილს იწვევს.	Some are deliberately killed by smothering , drowning , and in other ways .	At its worst , unbalanced competition leads to fights and even death .	False	False	0.50030446	926	926, 863, 469	0	977
45	სინამდვილეში, ზოგიერთი ცნობილი მკვლელი შეიცვალა და სიცოცხლეშივე ღვთისგან პატიებაც კი დაიმსახურა.	Some are deliberately killed by smothering , drowning , and in other ways .	Some notorious murderers have , in fact , changed and earned God’s forgiveness during their lifetime . ​ — 2 Kings 21 : 16 ; 2 Chronicles 33 : 12 , 13 .	False	False	0.5220729	926	926, 0, 823	0	756
46	რამდენად ეტკინებოდა გული ამ ადამიანს, თუ ეს ჩვევა კვლავ გაახსენებდა თავს!	Sadly and too often , the son does not realize that . ” How , then , can a husband take an active role in making peace in his family ?	How disappointing to discover that the bad habit , believed to be gone forever , has made a surprising and powerful return !	False	False	0.5742142	739	739, 649, 838	0	282
