	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	À cause de l'accident, je suis arrivé en retard à l'école.	Because of the accident I went too late to school.	Because of the accident I went too late to school.	True	True	0.5497371	367	367, 819, 306	1.0	367
1	Ça coûtera 30 €.	This will cost €30.	This will cost €30.	True	True	0.7795396	758	758, 513, 759	1.0	758
2	Je l'ai convaincue d'être à la maison.	I persuaded her to be at home.	I persuaded her to be at home.	True	True	0.69774866	355	355, 320, 854	1.0	355
3	Il y a beaucoup de mots que je ne comprends pas.	There are many words that I don't understand.	There are many words that I don't understand.	True	True	0.72078395	872	872, 853, 452	1.0	872
4	Tu me manques.	I miss you.	I miss you.	True	True	0.75391006	768	768, 209, 454	1.0	768
5	« Le téléphone sonne. » « Je vais répondre. »	"""To tell you the truth, I am scared of heights."" ""You are a coward!"""	"""The phone is ringing."" ""I'll get it."""	False	True	0.75090647	965	965, 969, 960	0.5	969
6	Garde la tête basse !	Hurry it up!	Keep your head low.	False	False	0.8520713	788	788, 918, 174	0	301
7	Tom est mort du cancer en 2013.	Tom died from cancer in 2013.	Tom died from cancer in 2013.	True	True	0.34731054	184	184, 343, 308	1.0	184
8	Monsieur, il n'est pas permis de garer votre voiture ici.	Sir, you are not allowed to park your car here.	Sir, you are not allowed to park your car here.	True	True	0.6849159	503	503, 262, 613	1.0	503
9	Est-ce que ça va bien pour tout le monde ?	Who am I? Where do I come from? Is there life after death? What is the meaning of life on earth?	Is everybody okay?	False	False	0.6624752	456	456, 86, 42	0	85
10	Il s'assiérait des heures à lire des histoires de détectives.	He would sit for hours reading detective stories.	He would sit for hours reading detective stories.	True	True	0.9480938	678	678, 479, 79	1.0	678
11	Tu dois faire la queue pour acheter un ticket.	You must stand in a line to buy the ticket.	You must stand in a line to buy the ticket.	True	True	0.78650165	262	262, 706, 759	1.0	262
12	Ne te soucie pas de mon chien.	Don't worry about my dog.	Don't worry about my dog.	True	True	0.8537924	334	334, 709, 706	1.0	334
