	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	ကျောင်းများထိတွေ့ဆက်ဆံနေချိန်တွင်လက်ဇန္ဒြီးယား	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	Alexandria 	False	False	0.7685373	259	259, 610, 253	0	520
1	သာမညသိုးထိန်းများအတွက် မဟာကောင်းချီးတစ်ရပ်	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	After mentioning that Jesus was born at a time when shepherds were out-of-doors at night watching their flocks, 19th-century Bible scholar Albert Barnes concluded: “It is clear from this that our Saviour was born before the 25th of December . . .	False	False	0.768684	259	259, 925, 610	0	400
2	ကိုယ်တိုင်	Displace	self	False	False	0.9131887	229	229, 876, 802	0	710
3	ဒီအပေါ်မှာ တည်ဆောက်လို့ရပါတယ်။	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	And of course, we can build on top of this. 	False	True	0.91045845	259	259, 293, 880	0.5	293
4	တွမ် က သူ့ လမ်းထဲက လူတိုင်းနဲ့ ကို သိတာ။	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	Tom knows everybody on his street.	False	False	0.7535113	259	259, 610, 925	0	180
5	၁၂။ အပန်းဖြေမှုနဲ့ပတ်သက်ပြီး ဆုံးဖြတ်ချက်ချရာမှာ လုကာ ၁၄:၂၈ မှာပါတဲ့မူက ဘယ်လိုကူညီပေးနိုင်သလဲ။	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	What is revealed by our answer to the question, ‘When will I engage in recreation?’ 9 The second question to ask yourself is, When?​—that is, ‘When will I engage in recreation?	False	False	0.63057494	259	259, 610, 925	0	736
6	ထိုလူရွယ်က တစ်ခဏတုံ့ဆိုင်းသွားပြီး ဟာဘတ်၏စိစစ်ရေးကတ်ကို ပြန်ပေးလိုက်သည်။ ထိုအမျိုးသမီး၏သမီးကို ရဲသားက ပိုးပန်းနေကြောင်း နောက်ပိုင်းတွင် ဟာဘတ်သိလိုက်ရသည်။ ဟာဘတ်ကိုဖမ်းဆီးဖို့ထက် မိန်းကလေးကိုပိုးပန်းလျှင် ပိုအကျိုးရှိမည်ဟု သူယူဆပုံရကြောင်းထင်ရှားပါသည်။	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	What a comfort to know that Elijah experienced the same emotions! And how reassuring that just as Jehovah understood Elijah’s feelings, He also understands our emotional struggle.​—Psalm 103:14. On the one hand, we love God and our fellowman and desire to do Jehovah’s work of proclaiming the Kingdom good news.	False	False	0.6872778	259	259, 925, 610	0	739
7	PE အင်္ကျီ VCI Anti-သံချေး Kraft စက္ကူ	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	PE Coated VCI Anti-Rust Kraft Paper 	False	False	0.6144712	259	259, 925, 926	0	382
8	ဖိုင်ထုပ်ကို	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	An error occurred while loading the archive.	False	False	0.9223716	259	259, 802, 229	0	415
9	အဲ့ဒါက တကယ့် အစီအစဥ် မဟုတ်ခဲ့ဘူး။	အပိုဒ်စျေးကွက် – Correlating Revenue To The Articles You Write 	It wasn't really a plan.	False	False	0.7291181	259	259, 610, 925	0	103
10	"""%s"" မတွေ့ပါ"	%sChat - %s	"""%s"" not found"	False	True	0.83603644	545	545, 613, 259	0.5	613
