	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Af þessu má sjá hvers vegna læknar segja að svo erfitt sé að ráða niðurlögun herpes.	Getting voluntary compliance from blood donors , though , has been easier said than done .	You can thus see why doctors say that herpes is so tough to kill .	False	False	1.5654793	618	618, 379, 111	0	417
1	Hún yrði tákn fyrir fylgjendur Jesú um að flýja borgina og Júdeu.	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	It would be a sign for Jewish followers of Jesus to flee out of the city and Judea .	True	True	1.5311666	404	404, 410, 384	1.0	404
2	Hið þýska evangelíska - lútherska spurningakver fyrir fullorðna (Evangelischer Erwachsenenkatechismus) segir um skiptingu líkama og sálar samkvæmt kenningu Platons: Evangelískir nútímaguðfræðingar véfengja þessa sameiningu grískra og biblíulegra hugtaka . . . .	The German Lutheran Catechism for Grown - Ups ( Evangelischer Erwachsenenkatechismus ) states regarding the body - soul split taught by Plato : “ Evangelical theologians of modern times challenge this combination of Greek and Biblical concepts . . . .	The German Lutheran Catechism for Grown - Ups ( Evangelischer Erwachsenenkatechismus ) states regarding the body - soul split taught by Plato : “ Evangelical theologians of modern times challenge this combination of Greek and Biblical concepts . . . .	True	True	1.5506413	215	215, 988, 731	1.0	215
3	Sálin — er hún þú eða er hún í þér?	Who has contentions ?	The Soul ​ — Is It You ? Or Is It in You ?	False	True	1.6006802	35	35, 545, 173	0.3333333333333333	173
4	Sýking á sér stað við kynmök . Þegar sýkillinn T.	When the Bikinians living on Kili visit Majuro to obtain supplies or do business , they receive this message personally from the many active Witnesses of Jehovah there .	Infection occurs during sexual relations .	False	False	1.5659962	379	379, 35, 729	0	742
5	900 árum síðar,	900 years later	900 years later	True	True	1.5030775	187	187, 648, 101	1.0	187
6	"Eyjabúarnir 167 voru tregir til að fara, en þeir féllust á það þegar þeim var sagt að tilraunirnar væru "" gerðar í þágu mannkynsins og til að stuðla að endi allra heimsstyrjalda . """	“ Soul ” in the Bible	The 167 islanders were loath to leave , but they consented when they were told that the tests were “ for the good of mankind and to end all world wars . ”	False	False	1.472096	410	410, 384, 844	0	242
7	Hún hefur varpað skugga á lífsstíl sem hét mönnum frelsi en hefur í reynd gefið mörgum ekkert annað en sorgir og eymd.	Ankh , or Egyptian cross	It has cast a shadow upon a way of life that promised freedom , but that for many has delivered nothing but heartache and misery .	False	False	1.5768865	857	857, 545, 551	0	492
8	Hvaða áhrif mun þessi vitneskja hafa á þig að því er varðar að dýrka, hafa til sýnis eða bera á þér kross, eða þá að gera krossmark?	Who has dullness of eyes ?	How will this knowledge affect you in relation to venerating and displaying or wearing a cross , or making the sign of the cross ?	False	False	1.4953029	545	545, 222, 526	0	637
9	En hvers vegna trúa þeir því?	Do you ?	But why do they believe it ?	False	False	1.5531851	979	979, 721, 35	0	172
10	Hinum megin girðingarinnar var fegursta haglendi sem ég held að ég hafi nokkurn tíma augum litið . . . .	Do you have such books in your home ?	On the other side of the fence was the most beautiful pasture scene I guess I have ever seen . . .	False	False	1.6234058	974	974, 731, 563	0	593
11	Hvers vegna?	Do you ?	Why ?	False	False	1.600313	979	979, 677, 887	0	252
12	þegar stungið hefur verið upp á að þeim yrði bannað að gefa blóð.	So , once again , the Bikinians were on the move ​ — back to Kili .	to suggestions that they be banned from donating blood .	False	True	1.5659485	590	590, 694, 78	0.5	694
13	Á öðrum en óbyggðum eyjum væru þeir eins og fátækir ættingjar, ættu allt sitt undir miskunn innfæddra.	The apostle John added : “ Guard yourselves from idols . ”	On any but an uninhabited atoll , they would be the equivalent of poor relatives , dependent on the goodwill of the natives .	False	False	1.5119017	384	384, 404, 18	0	124
14	Eftir dauðann leysist líkaminn í sundur og hverfur út í lífvana hluta umhverfisins.	Ankh , or Egyptian cross	After death the body disintegrates and is reabsorbed into the inanimate component of the environment .	False	False	1.6051469	857	857, 988, 28	0	868
15	Verulegt magn geislavirkra efna fannst í líkömum manna.	Radiological tests made in 1972 and 1975 revealed higher levels of radioactivity than originally thought .	High levels of radioactivity were found in their bodies .	False	True	1.569235	761	761, 625, 147	0.5	625
