	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	KAppfinder	KAppfinder	KAppfinder	True	True	0.71946585	500	500, 923, 565	1.0	500
1	Viidodat	Size:	Scope	False	False	1.0263044	431	431, 954, 373	0	383
2	1200 čd	1200dpi	1200dpi	True	True	0.95877624	765	765, 306, 584	1.0	765
3	Mendoza (MZ)	Mendoza (MZ)	Mendoza (MZ)	True	True	0.62301326	172	172, 284, 724	1.0	172
4	Iranalašgiella	Kurdish	Persian	False	False	0.8753575	526	526, 342, 959	0	97
5	Geavat & iežat signála	This means that the contents of the requested file or folder %1 could not be retrieved, as read access could not be obtained.	Use customised bell	False	False	0.886837	207	207, 68, 557	0	779
6	Lasit árvvu	If you have selected something within the current document, this will no longer be selected.	Add value	False	False	0.99257565	897	897, 757, 535	0	494
7	jeara	Rain	ask	False	False	1.1009884	537	537, 20, 226	0	516
8	& Vállje čálána	I want to learn.	& Select Printer	False	False	1.0511265	28	28, 594, 282	0	471
9	Ii gávdnan prográmma « nspluginscan ». Ii sáhte ohcat Netscape- lassemoduvllaid.	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	True	True	0.5484052	251	251, 527, 207	1.0	251
10	Sáhttá čájehit/ lohkat ja rievdadit/ čállit	This page contains changes that have not been submitted. Reloading the page will discard these changes.	Can View/ Read & Modify/ Write	False	True	0.7548809	883	883, 653, 371	0.5	653
11	KDE- prográmma	Qt plugins	KDE Application	False	False	0.8141818	988	988, 231, 584	0	386
12	Čájeheapmi	SHORTWEEKDAY	Browsing	False	False	0.88614035	651	651, 950, 277	0	242
13	Geavaheaddjedieđut	Home Folder	User & Info	False	False	0.8856255	845	845, 961, 242	0	409
14	undo-type	undo-type	Could not open thumbnail '%s': %sundo-type	False	False	0.5983523	77	77, 785, 546	0	705
15	Badjerádji:	Company:	Max clients:	False	False	0.99932826	997	997, 425, 961	0	960
16	Go dát lea válljejuvvon, de vi- gohččumat badjelgehččet Kate sisahuksejuvvon gohččumiid. Ovdamearka dihte: Ctrl + R máksá « daga ođđasit », iige čájet ohcan - ja buhttenláseža mii lea standárda.	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	False	True	0.5337696	527	527, 447, 174	0.5	447
17	Čájet olles dokumeantabálgá namahusholggas	Do you want to disable showing the introduction in the webbrowsing profile?	Show the complete document path in the window caption	False	False	0.7531475	777	777, 611, 883	0	129
18	Vállje visot	Cursor	Select all	False	False	0.9986837	643	643, 421, 810	0	353
19	Eretlaktimin	Plugin	Disconnect	False	False	0.89133656	252	252, 359, 781	0	950
20	Ovddit máŧasdoalli	Accessibility	Former co-maintainer	False	False	0.9879508	608	608, 442, 452	0	805
21	Gaskageardán	Configuration	Medium	False	False	1.0023352	277	277, 666, 373	0	791
22	Borg	Burn	Jul	False	False	1.1009064	585	585, 269, 83	0	467
23	& Gidde gilkora	Glossy Paper	& Close Tab	False	False	0.9859835	128	128, 580, 805	0	868
24	Viečča ođđa, somás tiŋggaid!	Unable to create new process. The system may have reached the maximum number of processes possible or the maximum number of processes that you are allowed to use has been reached.	Get Hot New Stuff!	False	False	0.87634003	371	371, 594, 56	0	645
25	Musihkka	Music	Music	True	True	0.9758177	712	712, 938, 126	1.0	712
26	Amerihká ovttastuvvan stáhtat	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	United States	False	False	0.9083593	527	527, 371, 883	0	482
27	& Kryptere dán oasi	Paper Tray	Encrypt this part	False	True	0.9291394	210	210, 720, 128	0.5	720
28	@ item: inmenu	SVN Add@item: inmenu	SVN Add@item: inmenu	True	True	0.8370167	521	521, 788, 222	1.0	521
29	Speadjalastte siidui ceakkoávssa bokte	Configuration	Mirror pages along vertical axis	False	False	0.8526325	277	277, 371, 203	0	182
30	KDE 2 ja 3 standárda sievánfáddá	The default cursor theme in KDE 2 and 3	The default cursor theme in KDE 2 and 3	True	True	0.63659036	400	400, 584, 289	1.0	400
31	Čáhci lea eallin.	She invited him.	Water is life.	False	False	0.80925035	35	35, 8, 42	0	46
32	Namahis dokumeanta	Do you want to disable showing the introduction in the webbrowsing profile?	Untitled Document	False	False	0.863518	777	777, 277, 446	0	212
33	Mo manná?	What is your name?	How is it going?	False	True	1.0604901	50	50, 14, 13	0.5	14
34	Ii gávdnan CUPS- bálvá mii lea jođus	Service Manager This module allows you to have an overview of all plugins of the KDE Dæmon, also referred to as KDE Services. Generally, there are two types of service: Services invoked at startup Services called on demand The latter are only listed for convenience. The startup services can be started and stopped. In Administrator mode, you can also define whether services should be loaded at startup. Use this with care: some services are vital for KDE; do not deactivate services if you do not know what you are doing.	Unable to find a running CUPS server	False	False	0.7063873	527	527, 777, 883	0	675
35	kcmclock	kcmclock	kcmclock	True	True	0.68090475	223	223, 766, 359	1.0	223
36	Vuosttaš oassefinálii oassálasttii 19 riikka.	Nineteen countries participated in the first semi-final. 	Nineteen countries participated in the first semi-final. 	True	True	0.67873883	209	209, 589, 883	1.0	209
37	Seaillut álgoproporšuvnna (mihttogori)	Cached information (e. g. favicons, web-pages)	Retain original aspect ratio	False	True	0.7431774	749	749, 666, 956	0.3333333333333333	956
38	Sádde láse ovtta čállinbeavddi vulosguvlui	This means that the contents of the requested file or folder %1 could not be retrieved, as read access could not be obtained.	Window One Desktop Down	False	False	0.88083947	207	207, 749, 834	0	538
39	(reiveteaksta)	Cached information (e. g. favicons, web-pages)	(body part)	False	False	0.86223507	749	749, 777, 883	0	886
40	zaire2006. kgm	malcolm. hunter@gmx. co. uk	Kasaï orientalzaire2006. kgm	False	False	0.87147284	396	396, 293, 755	0	958
41	undo-type	undo-type	Add Horizontal Guide	False	False	0.5983523	77	77, 785, 546	0	274
42	Oktiičatnon	Photons	Connecting	False	False	0.9449228	990	990, 376, 677	0	300
43	Geavat & iešmeroštuvvon siidoravddaid	This means that the contents of the requested file or folder %1 could not be retrieved, as read access could not be obtained.	& Use custom margins	False	False	0.829818	207	207, 527, 371	0	615
44	Heaittihuvvo...	Configure...	Exiting...	False	False	0.7674041	726	726, 208, 680	0	166
45	Metralaš mihtut sáhttet geavahit dáid prefivssaid: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E- 01), c (centi, 1E- 02), m (milli, 1E- 03), u (micro, 1E- 06), n (nano, 1E- 09), p (pico, 1E- 12), f (femto, 1E- 15), a (atto, 1E- 18).	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	For metric units any of the following prefixes can be used: E (exa, 1E+18), P (peta, 1E+15), T (tera, 1E+12), G (giga, 1E+09), M (mega, 1E+06), k (kilo, 1E+03), h (hecto, 1E+02), e (dekao, 1E+01), d (deci, 1E-01), c (centi, 1E-02), m (milli, 1E-03), u (micro, 1E-06), n (nano, 1E-09), p (pico, 1E-12), f (femto, 1E-15), a (atto, 1E-18).	True	True	0.18620181	539	539, 241, 742	1.0	539
46	Čálán	Duration	Printer	False	False	0.9982377	373	373, 694, 277	0	917
47	Oidnen maiddái Niillasa.	Overwrite & Destination	I saw Nils as well	False	False	0.84197855	764	764, 961, 950	0	25
48	Mo hurgá?	Do you want to resign?	How is it going?	False	False	1.034564	594	594, 50, 31	0	13
49	1200 čd	1200dpi	1200 DPI	False	True	0.95877624	765	765, 306, 584	0.5	306
50	Christian Gebauer	Christian Gebauer	Christian Gebauer	False	True	0.57248104	597	597, 534, 242	0.5	534
51	Muorra	Mukdahan	Wood	False	False	1.0236802	627	627, 108, 238	0	833
52	Ii leat addon ulbmilfiilanama.	I have many books.	No target filename has been given.	False	False	0.72025573	19	19, 897, 464	0	892
53	Ivdnecoahkkádusaid ja merkenbuorideamit	This means that the contents of the requested file or folder %1 could not be retrieved, as read access could not be obtained.	Schema and text selection improvements	False	False	0.7924609	207	207, 527, 632	0	698
