	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Apakah Tom mengatakan sesuatu kepadamu tentang hal itu?	Did Tom say anything to you about that?	Did Tom say anything to you about that?	True	True	0.7209923	277	277, 276, 275	1.0	277
1	Tolong jangan coba-coba kabur, sebab mata musuh-musuhmu sedang mengawasi.	Do not try to run away, please, because the eyes of your enemies are watchful.	Do not try to run away, please, because the eyes of your enemies are watchful.	True	True	0.8989552	100	100, 756, 570	1.0	100
2	Tambahkan sedikit gula.	This is good sushi.	Put in a little more sugar.	False	True	0.9883543	268	268, 888, 43	0.3333333333333333	43
3	Tanpa mengatakan sepatah kata maupun menangis, ia terdiam dan pergi ke luar.	He neither spoke nor wept, but went out in silence.	He neither spoke nor wept, but went out in silence.	True	True	0.9977082	576	576, 840, 727	1.0	576
4	Sikapnya padaku berbeda dari biasanya.	You look happy today.	Her behaviour toward me was a departure from the norm.	False	False	1.0588889	639	639, 473, 740	0	965
5	Apakah kamu tinggal di sini?	May I ask who you are?	Do you live here?	False	False	0.8868356	530	530, 551, 864	0	494
6	Bagaimana kamu bisa terluka?	How did you get injured?	How did you get injured?	True	True	0.9164367	159	159, 249, 211	1.0	159
7	Tom tidak seperti dirinya hari ini.	Tom isn't quite himself today.	Tom isn't quite himself today.	True	True	0.9019277	799	799, 937, 507	1.0	799
8	Dia punya kesempatan yang bagus untuk sukses.	He has a good chance to succeed.	He has a good chance to succeed.	True	True	0.8668504	743	743, 355, 212	1.0	743
9	Baiklah. Berapa banyak?	All right. How many?	All right. How many?	True	True	0.9416003	920	920, 516, 551	1.0	920
10	Kamu siapa?	Who am I talking with?	Who are you?	False	True	0.97303224	644	644, 506, 710	0.5	506
11	Aku suka pergi memancing dengan ayahku.	You look happy today.	I like to go fishing with my father.	False	False	0.93747294	639	639, 575, 544	0	678
12	Dia tidak menemukan hal yang mencurigakan.	Tom could do nothing to help Mary.	She didn't notice anything suspicious.	False	False	0.9304007	18	18, 444, 473	0	388
13	Aku mau kopi, roti panggang, dan jeli.	I want coffee, toast, and jelly.	I want coffee, toast, and jelly.	True	True	0.7874806	501	501, 664, 447	1.0	501
14	Saya sedang sibuk dan tidak bisa pergi.	You must stay awake.	I am busy now and can't go out.	False	False	0.8721924	842	842, 639, 793	0	461
15	Dia mengantarku pulang.	Jane looks happy.	She gave me a ride home.	False	False	1.0052364	22	22, 639, 273	0	505
16	Ia memperoleh keuntungan yang besar.	They gained great wealth.	They gained great wealth.	True	True	0.86046267	431	431, 671, 617	1.0	431
17	Telepon aku kalau sudah siap.	You look happy today.	Call me when you're ready.	False	False	0.9395753	639	639, 842, 95	0	898
18	Aku memberi Tom perintah langsung, tapi dia tidak mengacuhkannya.	I gave Tom a direct order, but he ignored it.	I gave Tom a direct order, but he ignored it.	True	True	0.8445159	392	392, 553, 385	1.0	392
19	Dia tidak memiliki keturunan untuk menggantikannya.	He has no children to succeed to him.	He has no children to succeed to him.	True	True	0.77435637	46	46, 150, 56	1.0	46
20	Saya alergi akan serbuk bunga.	I love lasagna.	I am allergic to pollen.	False	False	1.0324028	189	189, 810, 733	0	259
21	Itu ada di bawah kursi.	It is under the chair.	It is under the chair.	True	True	0.9726479	891	891, 722, 358	1.0	891
22	Apa pekerjaan Anda?	Who are you?	What is her profession?	False	False	0.91343343	506	506, 551, 725	0	926
23	Nama saya Ichiro Tanaka.	My name is Ichiro Tanaka.	My name is Ichiro Tanaka.	True	True	0.73928094	979	979, 922, 22	1.0	979
24	Kita wajib melalui pemeriksaan bea dan cukai saat kedatangan.	Customs will ask for a receipt.	It's necessary to go through customs on arriving.	False	False	0.9396149	913	913, 874, 907	0	929
25	Aula ini dapat menampung 2000 orang.	This hall holds two thousand people.	This hall holds two thousand people.	True	True	0.8039224	539	539, 771, 709	1.0	539
26	Kau salah jika berpikir bahwa dia berbuat salah.	He can cope with the problems.	You are mistaken if you think he is wrong.	False	True	0.9753833	996	996, 537, 103	0.5	537
27	Aku harus menonton sebuah film dokumenter.	I should watch a documentary.	I should watch a documentary.	True	True	0.75373054	755	755, 740, 733	1.0	755
28	Tom dan Mary berdiri berdekatan satu sama lain.	Tom and Mary were standing close to each other.	Tom and Mary were standing close to each other.	True	True	0.7316264	763	763, 305, 768	1.0	763
29	Si gadis mendengarkan musik, si pemuda membaca buku.	The girl listened to music, the boy was reading a book.	The girl listened to music, the boy was reading a book.	True	True	0.82271576	630	630, 82, 218	1.0	630
30	Aku akan pergi mandi.	They will follow you.	I'm going to have a shower.	False	False	0.8580723	557	557, 842, 639	0	684
31	Aku tidak sanggup kalau harus berbelanja di toko semahal itu.	I must have tried on everything in the shop, but nothing looked right on me.	I can't afford to shop at such an expensive store.	False	True	0.912954	757	757, 402, 593	0.5	402
32	Dimana kursi saya?	How did you get injured?	Where is my seat?	False	False	0.99841034	159	159, 551, 676	0	239
33	Sudahlah, Tom, kita tidak punya waktu untuk hal ini.	Look, Tom, we don't have time for this.	Look, Tom, we don't have time for this.	True	True	0.7888086	292	292, 495, 129	1.0	292
34	Tom lebih pandai bermain catur daripada saya.	Tom plays chess better than me.	Tom plays chess better than me.	True	True	0.893487	586	586, 507, 902	1.0	586
35	Itu pesananku.	I bought it.	Those are my orders.	False	False	0.9540564	428	428, 639, 463	0	148
36	Aku tidak percaya padamu.	Nothing happens to me.	I don't believe you.	False	False	0.9099928	473	473, 639, 463	0	854
37	Permohonan kenaikan gaji kalian kembali ditolak.	You look happy today.	I'm afraid that your request for a pay raise was turned down again.	False	False	1.0210443	639	639, 451, 56	0	540
38	Kuharap aku tidak mengganggumu.	You really are desperate.	I hope I haven't interrupted you.	False	False	0.9140085	793	793, 989, 605	0	782
39	Bahkan Tom sedikit terkejut.	Tom thought Mary seemed really happy.	Even Tom is a little surprised.	False	True	0.81181514	507	507, 263, 752	0.5	263
40	Pria tua itu tertabrak sebuah mobil dan segera dilarikan ke rumah sakit.	The old man was hit by a car and was immediately taken to the hospital.	The old man was hit by a car and was immediately taken to the hospital.	True	True	0.85872436	199	199, 315, 383	1.0	199
41	Jika pihak yang lain tidak menawarkan informasi pribadi, lebih baik dibiarkan saja.	If the other party does not offer personal information, however, it is better to leave it alone.	If the other party does not offer personal information, however, it is better to leave it alone.	True	True	0.84324026	436	436, 228, 913	1.0	436
42	Kamu paham kan kenapa kamu sedang dihukum?	May I ask who you are?	You understand why you're being punished, don't you?	False	False	0.96701264	530	530, 548, 152	0	772
43	Bagaimana pendapatnya terhadap berita ini?	What was her reaction to the news?	What was her reaction to the news?	True	True	0.8958521	31	31, 855, 567	1.0	31
44	Aku kehabisan akal.	I am deeply ashamed.	I was at my wit's end.	False	False	0.97660005	903	903, 442, 428	0	853
45	Dia berkata bahwa dia sangat ingin pergi ke sana.	She said that she was eager to go there.	She said that she was eager to go there.	True	True	0.88990545	581	581, 507, 805	1.0	581
46	Maaf membuatmu menunggu.	You must stay awake.	I'm sorry to have kept you waiting.	False	False	0.9559529	842	842, 463, 588	0	177
47	Aku menangis semalam suntuk.	I am all ears.	I cried all night long.	False	False	1.0191637	442	442, 95, 842	0	359
48	Anda ingin segelas kopi lagi?	You have to pay the price.	Would you like another cup of coffee?	False	False	1.012438	421	421, 189, 749	0	118
49	Kemarin bulan purnama.	I am all ears.	It was a full moon yesterday.	False	False	1.0087513	442	442, 230, 639	0	967
50	Kamu harus memperhatikan kendaraan ketika akan menyeberang jalan.	Look out for cars when you cross the road.	Look out for cars when you cross the road.	True	True	0.853575	647	647, 767, 212	1.0	647
51	Ia pergi berburu rusa.	He went deer hunting.	He went deer hunting.	True	True	0.9492283	480	480, 842, 273	1.0	480
