	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	KAppfinder	KAppfinder	KAppfinder	True	True	0.8374208	500	500, 923, 565	1.0	500
1	Viidodat	Size:	Scope	False	False	1.092269	431	431, 351, 373	0	383
2	1200 čd	1200dpi	1200dpi	True	True	0.9921297	765	765, 306, 348	1.0	765
3	Mendoza (MZ)	Mendoza (MZ)	Mendoza (MZ)	True	True	0.753806	172	172, 284, 410	1.0	172
4	Iranalašgiella	Gujarati	Persian	False	False	1.0290958	342	342, 959, 526	0	97
5	Geavat & iežat signála	This means that the contents of the requested file or folder %1 could not be retrieved, as read access could not be obtained.	Use customised bell	False	False	1.0347958	207	207, 203, 68	0	779
6	Lasit árvvu	Data you requested to be saved could not be written. Please choose how you want to proceed.	Add value	False	False	1.1954626	760	760, 28, 612	0	494
7	jeara	Abort	ask	False	False	1.1192932	238	238, 8, 967	0	516
8	& Vállje čálána	Select the index you want to reference	& Select Printer	False	False	1.2172481	591	591, 282, 270	0	471
9	Ii gávdnan prográmma « nspluginscan ». Ii sáhte ohcat Netscape- lassemoduvllaid.	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	True	True	0.7625371	251	251, 527, 552	1.0	251
10	Sáhttá čájehit/ lohkat ja rievdadit/ čállit	This page contains changes that have not been submitted. Reloading the page will discard these changes.	Can View/ Read & Modify/ Write	False	True	0.9129001	883	883, 653, 356	0.5	653
11	KDE- prográmma	KDE (new)	KDE Application	False	False	0.9605799	231	231, 988, 289	0	386
12	Čájeheapmi	SHORTWEEKDAY	Browsing	False	False	1.0707784	651	651, 950, 661	0	242
13	Geavaheaddjedieđut	Shut Down	User & Info	False	False	1.0889456	376	376, 242, 845	0	409
14	undo-type	undo-type	Could not open thumbnail '%s': %sundo-type	False	False	0.77268875	77	77, 785, 546	0	705
15	Badjerádji:	Money:	Max clients:	False	False	1.2191288	930	930, 425, 125	0	960
16	Go dát lea válljejuvvon, de vi- gohččumat badjelgehččet Kate sisahuksejuvvon gohččumiid. Ovdamearka dihte: Ctrl + R máksá « daga ođđasit », iige čájet ohcan - ja buhttenláseža mii lea standárda.	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	True	True	0.7718649	447	447, 527, 174	1.0	447
17	Čájet olles dokumeantabálgá namahusholggas	Do you want to disable showing the introduction in the webbrowsing profile?	Show the complete document path in the window caption	False	False	1.000206	777	777, 611, 728	0	129
18	Vállje visot	See you.	Select all	False	False	1.1845858	33	33, 359, 252	0	353
19	Eretlaktimin	Resize Image?	Disconnect	False	False	1.1472483	302	302, 189, 731	0	950
20	Ovddit máŧasdoalli	Override	Former co-maintainer	False	False	1.1392367	452	452, 608, 442	0	805
21	Gaskageardán	Duration	Medium	False	False	1.1748236	373	373, 277, 42	0	791
22	Borg	Change	Jul	False	False	0.985235	269	269, 957, 599	0	467
23	& Gidde gilkora	& Create New Folder...	& Close Tab	False	False	1.1664208	680	680, 580, 594	0	868
24	Viečča ođđa, somás tiŋggaid!	When will you come again?	Get Hot New Stuff!	False	False	1.0536416	53	53, 371, 594	0	645
25	Musihkka	Music	Music	True	True	1.1667881	712	712, 938, 33	1.0	712
26	Amerihká ovttastuvvan stáhtat	This means that the contents of the requested file or folder %1 could not be retrieved, as read access could not be obtained.	United States	False	False	1.0619017	207	207, 209, 527	0	482
27	& Kryptere dán oasi	Encrypt this part	Encrypt this part	True	True	1.0770152	720	720, 753, 21	1.0	720
28	@ item: inmenu	Fonts@title: tab	SVN Add@item: inmenu	False	True	0.9671614	222	222, 521, 788	0.5	521
29	Speadjalastte siidui ceakkoávssa bokte	Unable to create new process. The system may have reached the maximum number of processes possible or the maximum number of processes that you are allowed to use has been reached.	Mirror pages along vertical axis	False	False	1.0971673	371	371, 889, 203	0	182
30	KDE 2 ja 3 standárda sievánfáddá	The default cursor theme in KDE 2 and 3	The default cursor theme in KDE 2 and 3	True	True	0.8295927	400	400, 998, 461	1.0	400
31	Čáhci lea eallin.	She invited him.	Water is life.	False	False	1.0152857	35	35, 45, 8	0	46
32	Namahis dokumeanta	Do you want to disable showing the introduction in the webbrowsing profile?	Untitled Document	False	False	1.0762057	777	777, 861, 956	0	212
33	Mo manná?	What to do when archiving	How is it going?	False	False	1.193776	436	436, 46, 302	0	14
