	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	Họ có nghiêm túc không?	You must not invade the privacy of others.	Are they serious?	False	True	0.70025706	446	446, 178, 621	0.5	178
1	Xin lỗi, cho phép tôi chỉ ra ba lỗi trong bài viết trên.	Excuse me, let me point out three mistakes in the above article.	Excuse me, let me point out three mistakes in the above article.	True	True	0.56786156	516	516, 586, 850	1.0	516
2	Chúng tôi sống ở nông thôn trong suốt mùa hè.	We live in the country during the summer.	We live in the country during the summer.	True	True	0.5617831	900	900, 685, 713	1.0	900
3	Tom là nhân viên tốt nhất mà chúng ta chưa từng có.	Tom is the best employee we've ever had.	Tom is the best employee we've ever had.	True	True	0.59354305	563	563, 916, 919	1.0	563
4	Đây là một bông hoa đẹp.	This is a beautiful flower.	This is a beautiful flower.	True	True	0.59767985	524	524, 438, 429	1.0	524
5	Tom là một người lính dũng cảm.	Tom was a brave soldier.	Tom was a brave soldier.	True	True	0.5716715	410	410, 416, 701	1.0	410
6	Tom cực kỳ bối rối.	Tom is very disturbed.	Tom is very disturbed.	True	True	0.64013946	707	707, 89, 113	1.0	707
7	Bọn tớ vẫn đang cố	You're the last hope for humanity.	We're still pushing ahead.	False	True	0.73027587	519	519, 624, 68	0.3333333333333333	68
8	Bạn muốn dùng sữa hay đường?	Do you want sugar or milk?	Do you want sugar or milk?	True	True	0.59555864	481	481, 351, 197	1.0	481
9	Hắn phạm tôi ăn cắp.	Watch out! That car almost hit you.	He is guilty of stealing.	False	False	0.7314184	768	768, 118, 607	0	848
10	Tôi có ba em trai.	I have three younger brothers.	I have three younger brothers.	True	True	0.6185775	470	470, 230, 910	1.0	470
11	Cô ấy nói chậm lại vì học sinh không nghe kịp.	She spoke slowly in case the students should miss her words.	She spoke slowly in case the students should miss her words.	True	True	0.64712167	658	658, 131, 635	1.0	658
12	Anh ta đi ra ngoài bất chấp cơn mưa.	He went out in spite of the rain.	He went out in spite of the rain.	True	True	0.6253638	949	949, 490, 402	1.0	949
13	Họ tố cáo anh ấy có mặt trong lớp để gấy náo động.	They accused him of being in the classroom in order to cause trouble.	They accused him of being in the classroom in order to cause trouble.	True	True	0.48567033	931	931, 652, 848	1.0	931
14	Hôm qua tôi đã đọc sách.	Yesterday, I read a book.	Yesterday, I read a book.	True	True	0.67305315	689	689, 301, 713	1.0	689
15	Chúng tôi thấy ngồi nhà rung lắc.	Would you two knock it off with the loud noise? I'm trying to sleep.	We felt the house shake.	False	False	0.6780207	732	732, 620, 231	0	711
16	Làm sao để tìm thức ăn ngoài vũ trụ?	How do you find food in outer space?	How do you find food in outer space?	True	True	0.51501966	196	196, 282, 97	1.0	196
17	Chúng tôi bơi trong hồ.	We swam in the lake.	We swam in the lake.	True	True	0.7256286	441	441, 725, 75	1.0	441
18	Tôi phải làm việc vào tuần này.	I have to work this weekend.	I have to work this weekend.	True	True	0.6476865	463	463, 292, 960	1.0	463
19	London nằm trong số những thành phố lớn nhất thế giới.	London is among the largest cities in the world.	London is among the largest cities in the world.	True	True	0.37589562	168	168, 428, 453	1.0	168
20	Tôi xin hứa tôi sẽ không làm vậy nữa.	Do you think you'd like to work for us?	I promise I won't do that again.	False	True	0.6978713	527	527, 740, 811	0.3333333333333333	811
21	Tôi cảm thấy dễ chịu hơn nhiều.	It's the best feeling.	I'm feeling much better.	False	False	0.7487383	193	193, 254, 986	0	547
22	Tôi rất mơ ước được nhìn thấy Paris.	I want to go abroad one day.	I'm dying to see Paris.	False	True	0.7304903	75	75, 426, 352	0.3333333333333333	352
23	Không có gì cứng bằng kim cương.	Nothing is as hard as a diamond.	Nothing is as hard as a diamond.	True	True	0.76629114	259	259, 161, 507	1.0	259
24	Rượu bản thân nó không có hại.	Wine is not harmful in itself.	Wine is not harmful in itself.	True	True	0.5644889	161	161, 966, 438	1.0	161
25	Muối là nguyên liệu nhất thiết phải có để nấu nướng.	Salt is an indispensable ingredient for cooking.	Salt is an indispensable ingredient for cooking.	True	True	0.66449785	754	754, 63, 29	1.0	754
26	Tôi định sẽ nói với anh sự thật	Roger, what you say makes sense and I agree with you.	I'll tell you the truth.	False	False	0.74679923	780	780, 598, 586	0	62
27	Số tiền này ít hơn số bọn mình muốn.	This is much less money than we expected.	This is much less money than we expected.	True	True	0.6914871	124	124, 67, 986	1.0	124
28	Tôi ở Osaka	I stay in Osaka.	I stay in Osaka.	True	True	0.7171321	249	249, 716, 336	1.0	249
29	Trường của chúng tôi ở trong làng này.	My place is here.	Our school is in this village.	False	True	0.7385169	716	716, 856, 825	0.5	856
