	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	"სხვა ბიბლიურ იგავში იგივე აზრი ასეა გადმოცემული: « თუ გაჭირვების დროს დაუძლურდი ["" გული გაგიტყდა "" აქ], მცირე ყოფილა შენი ძალა ["" ძალა გამოგეცლება "" აქ] »."	If doubts afflict you , remember what the Bible says at James 1 : 6 : “ But let him keep on asking in faith , not doubting at all , for he who doubts is like a wave of the sea driven by the wind and blown about . ”	Even when certain problems cannot be avoided , you can learn to control your emotions so as not to feel overwhelmed with discouragement .	False	False	0.6639602	371	371, 723, 680	0	487
1	თუ სხვა მხრიდან შევხედავთ მდგომარეობას, პლანეტაზე მოსახლეობის რიცხვი ამჟამად ყოველ წუთს 170 ადამიანით იზრდება.	This is reflected in UN statistics indicating that the voluntary use of contraceptives in developing countries has risen dramatically , from 10 percent of couples in the 1960 ’ s to 51 percent today .	To look at it another way , the number of people on the planet is presently increasing by about 170 people every minute .	False	False	0.6524459	480	480, 626, 87	0	330
2	ბებია კი, რომელსაც ბავშვების აღზრდის გამოცდილება აქვს, ბუნებრივია, ფიქრობს, რომ რჩევისთვის მას უნდა მიმართონ.	Sadly and too often , the son does not realize that . ” How , then , can a husband take an active role in making peace in his family ?	On the other hand , grandmother , with her years of experience in child training , naturally feels that she is the one qualified to give advice .	False	True	0.6184758	739	739, 501, 649	0.5	501
3	როდესაც რაღაცა გულს გიწვრილებთ ან მარტოობის გრძნობა გაწუხებთ, ნუ გაგიკვირდებათ, თუ დაძლეული ცუდი ჩვევა კვლავ ეცდება დაბრუნებას.	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	So even after you feel that you have overcome an undesirable habit , if you come under stress ​ — such as caused by a financial setback , health problems , various disappointments — ​ beware of a relapse !	False	False	0.6796675	680	680, 487, 210	0	48
4	"ბიბლიის შესწავლას შეუძლია "" ბრიყვთათვის ["" გამოუცდელთათვის "", აქ] გამჭრიახობის, ყრმისათვის ცოდნისა და გონიერების მინიჭება "", რათა თავი აარიდო ვითარებებს, რომელთაც შეიძლება უზნეობა მოჰყვეს."	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	True	True	0.4901886	680	680, 472, 316	1.0	680
5	იყიდე, რაც ნამდვილად გჭირდება.	Color : Proper use of color can also fool the eye .	Visit places where smoking is forbidden , such as museums and libraries .	False	False	0.7567991	846	846, 865, 926	0	86
6	ფაქტია, რომ არც ბავშვი — არც მოზრდილი — არ არის მიზეზი, ვერც გააკონტროლებს და ვერც განკურნავს, თუ ვინმე ლოთობს.	Keep in mind that , in the end , overcoming the habit is what counts , not whether you experienced a few regressions along the way .	The reality is that no child ​ — or adult — ​ can cause , control , or cure anyone else’s drinking .	False	False	0.60420585	7	7, 487, 549	0	37
7	შეწყვიტე საკუთარი თავის დადანაშაულება.	Thus , in addition to your own efforts , it is essential to have the spirit of God if you are to cultivate this kind of love .	‘ If you treated me better , I wouldn’t have to drink , ’ the alcoholic may claim .	False	False	0.7801044	476	476, 510, 312	0	350
8	თანდათანობით ვითარება უარესდება.	The result is a strained relationship , if not outright rivalry between the two of them . This tendency seems to intensify as the size of families decreases .	Now elderly parents are being abandoned in hospitals and institutions .	False	False	0.8528923	207	207, 319, 469	0	580
9	იაპონიის ერთ - ერთი სააგენტოს მიერ გავრცელებული ცნობის თანახმად, იაპონიასა და ტაილანდში ხანდაზმულთა უმრავლესობას თავიანთ ახლობლებთან სურთ ცხოვრება.	According to an international survey by the Management and Coordination Agency in Japan , the majority of the elderly in Japan and Thailand want to live with their kin .	According to an international survey by the Management and Coordination Agency in Japan , the majority of the elderly in Japan and Thailand want to live with their kin .	True	True	0.5866296	605	605, 87, 480	1.0	605
10	""" სიმტკიცე ნიშნავს ბოთლისა და ბავშვურობისგან გათავისუფლებას "" — ამბობს ექიმი."	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	In other words , much more than the drinking must change ; the inner man must change as well .	False	False	0.58000636	680	680, 107, 449	0	110
11	ალკოჰოლიზმი და ერთობლივი მორჩილება	* This is not pacifism , a policy of nonresistance under any circumstance .	Gangrene made it necessary for Alice’s leg to be amputated . Alcoholism and Codependency	False	False	0.8222436	307	307, 885, 989	0	848
12	ბოლო წლებში აქ რელიგიის მიმართ ახალგაზრდების ინტერესი იზრდება.	Populi magazine laments : “ Developing countries . . . are often compelled to overexploit the national resources on which their development future depends . ”	In recent years young people there have shown an increasing interest in religion .	False	False	0.68917465	885	885, 863, 287	0	258
13	იმასთან დაკავშირებით, თუ რა არის საჭირო ამ უპირატესობის მისაღებად, შეგიძლია ესაუბრო მშობლებს ან ადგილობრივი კრების უხუცესებს.	Populi magazine laments : “ Developing countries . . . are often compelled to overexploit the national resources on which their development future depends . ”	If you are not one already , you could also make it your goal to represent a congregation of Jehovah’s Witnesses as an unbaptized publisher .	False	False	0.6397884	885	885, 520, 981	0	811
14	რამდენად მისაღებია.	Why are nations and individuals so interested in controlling birthrates ? And what is the Christian view of this important matter ?	And whether or not the book ever gets read may well depend on how inviting the cover is .	False	False	1.0255091	770	770, 285, 541	0	726
15	"შემდეგი იგავიც გვიჩვენებს სხვებისგან რჩევის მიღების ფასეულობას: "" რკინა რკინით ილესება, კაცი კი კაცის სახეს ლესავს ""."	The following proverb also shows the value of seeking counsel from others : “ By iron , iron itself is sharpened . So one man sharpens the face of another . ”	The following proverb also shows the value of seeking counsel from others : “ By iron , iron itself is sharpened . So one man sharpens the face of another . ”	True	True	0.640049	102	102, 449, 838	1.0	102
16	დაამტვრიე სახლში ყველა სიგარეტი და წყალს გაატანე.	When mom brings me into the world it will be full of sunshine and flowers .	Take positive action to break the habit . Break up any cigarettes in the house , and pour water over them .	False	False	0.84373283	306	306, 545, 724	0	293
17	იმ დროს, როდესაც ბედნიერი ბავშვობა უნდა მქონოდა, გულში ვიკლავდი გრძნობებს, სურვილებსა და იმედებს.	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	But God promises that soon he will usher in a peaceful new world in which he will wipe out all tears and sorrow .	False	False	0.62215626	680	680, 487, 544	0	111
18	რაც უფრო ძლიერდებოდა ჩვენი მეგობრობა, მით უფრო მიყვარდებოდა.	“ Do not despise your mother just because she has grown old , ” admonishes the Bible . Yet , with marriage , there is an adjustment in relationships .	But as the friendship grew closer , I realized I had fallen in love with him .	False	False	0.6962217	449	449, 254, 905	0	909
19	"ბიბლიაში ნათქვამია, რომ არის "" ჟამი ტირილისა ""."	The Bible , however , reveals that God’s name is Jehovah , using that name over 7,000 times !	But you need not grieve forever . The pain will diminish in time .	False	False	0.7920313	800	800, 965, 607	0	905
20	ასეთი კითხვების წამოჭრა არ არის არასწორი ან ბრიყვული.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	Asking such questions is not wrong or disrespectful .	False	True	0.696434	469	469, 815, 926	0.5	815
21	აულაგმავმა უარყოფითმა ემოციებმა შეიძლება დაგასუსტოთ.	But if you are emotionally involved with an unbeliever , these words may not be so easy to apply .	The power of discouragement is often underestimated .	False	False	0.7748774	968	968, 49, 415	0	327
22	მაგრამ, როგორ უნდა მოიქცეს მწყენინებელი?	Sadly and too often , the son does not realize that . ” How , then , can a husband take an active role in making peace in his family ?	But what about the offender ?	False	False	0.71450603	739	739, 694, 82	0	914
23	იმავეს გრძნობს ბევრი ახალგაზრდა ქრისტიანულ სამყაროში.	Those desirous of living by Bible principles would want to be careful not to become involved in activities that would compromise Scriptural principles .	But could it be that your spiritual progress has likewise been hindered by nagging doubts ?	False	False	0.683949	325	325, 44, 807	0	16
24	ზოგს შესაძლოა არ სურს შეზღუდოს შვილების რაოდენობა.	The result is a strained relationship , if not outright rivalry between the two of them . This tendency seems to intensify as the size of families decreases .	Others , using some method of contraception , may decide not to have any children at all . Many birth - control methods are available , each with its advantages and disadvantages .	False	False	0.6879219	207	207, 675, 787	0	981
25	მაგრამ ფსიქოლოგიური დამოკიდებულების გადალახვა გაცილებით რთულია.	In - law friction may lead to mental and emotional struggles that last for years . To many , this kind of conflict seems unavoidable .	But the psychological dependence is much more difficult to manage .	False	False	0.6783185	469	469, 207, 793	0	488
26	რა მიზნით გამოაღვიძებს ამ ბოროტმოქმედს ღმერთი?	For what purpose will God awaken this criminal ?	For what purpose will God awaken this criminal ?	True	True	0.7523389	174	174, 711, 770	1.0	174
27	მაგრამ ჩემი გული მაგარი და ჯანმრთელია.	I gave and gave , trying to buy love , never feeling worthy of unconditional love .	But my heart is strong and healthy .	False	False	0.73049355	289	289, 282, 299	0	395
28	შეერთებული შტატების ჯანმრთელობის დაცვის ყოფილმა ხელმძღვანელმა, კ.	This is reflected in UN statistics indicating that the voluntary use of contraceptives in developing countries has risen dramatically , from 10 percent of couples in the 1960 ’ s to 51 percent today .	Everett Koop observed that no one had done “ a study on the emotional reaction or the guilt of the woman who has had an abortion and now desperately wants a baby that she cannot have . ”	False	False	0.8118311	480	480, 0, 498	0	887
29	შეგიძლია დაამტკიცო ისეთი ცრუ დოგმატების უსაფუძვლობა, როგორიც არის სამება და სულის უკვდავება?	It can “ give to the inexperienced ones shrewdness , to a young man [ or woman ] knowledge and thinking ability ” so as to avoid circumstances that could lead to immoral conduct . ​ — Proverbs 1 : 4 .	Can you prove Scripturally that there is a hope for eternal life both in the heavens and on the earth ?	False	False	0.6382079	680	680, 7, 16	0	855
30	13 დეკემბერი:	NOVEMBER 12 :	DECEMBER 13 :	False	True	0.957054	89	89, 394, 148	0.3333333333333333	148
