	Sentence	Predicted	Gold	K_1_correct	K_3_correct	K_1_scores	K_1_predicted_indices	K_3_predicted_indices	Reciprocal_ranks	True_indices
0	KAppfinder	KAppfinder	KAppfinder	True	True	1.2103045	500	500, 923, 565	1.0	500
1	Viidodat	1200 DPI	Scope	False	False	1.292354	306	306, 431, 351	0	383
2	1200 čd	1200 DPI	1200dpi	False	True	1.3896922	306	306, 765, 859	0.5	765
3	Mendoza (MZ)	Mendoza (MZ)	Mendoza (MZ)	True	True	1.2655162	172	172, 701, 800	1.0	172
4	Iranalašgiella	Kurdish	Persian	False	False	1.3479495	526	526, 959, 228	0	97
5	Geavat & iežat signála	Glossy Paper	Use customised bell	False	False	1.2565737	128	128, 557, 635	0	779
6	Lasit árvvu	Only on Hover	Add value	False	False	1.2483042	496	496, 210, 149	0	494
7	jeara	Rear	ask	False	False	1.307922	183	183, 226, 227	0	516
8	& Vállje čálána	Left Margin	& Select Printer	False	False	1.4259346	700	700, 164, 579	0	471
9	Ii gávdnan prográmma « nspluginscan ». Ii sáhte ohcat Netscape- lassemoduvllaid.	Developer (Netscape plugin support)	The nspluginscan executable cannot be found. Netscape plugins will not be scanned.	False	True	1.1605593	461	461, 251, 476	0.5	251
10	Sáhttá čájehit/ lohkat ja rievdadit/ čállit	Can View/ Read & Modify/ Write	Can View/ Read & Modify/ Write	True	True	1.268147	653	653, 12, 162	1.0	653
11	KDE- prográmma	Clanbomber	KDE Application	False	False	1.286353	579	579, 369, 546	0	386
12	Čájeheapmi	Transparency	Browsing	False	True	1.1902835	666	666, 854, 242	0.3333333333333333	242
13	Geavaheaddjedieđut	Installed	User & Info	False	False	1.2817671	446	446, 242, 104	0	409
14	undo-type	undo-type	Could not open thumbnail '%s': %sundo-type	False	False	1.1269804	546	546, 785, 77	0	705
15	Badjerádji:	Red:	Max clients:	False	False	1.3044956	875	875, 242, 806	0	960
16	Go dát lea válljejuvvon, de vi- gohččumat badjelgehččet Kate sisahuksejuvvon gohččumiid. Ovdamearka dihte: Ctrl + R máksá « daga ođđasit », iige čájet ohcan - ja buhttenláseža mii lea standárda.	Cached information (e. g. favicons, web-pages)	When selected, vi commands will override Kate 's built-in commands. For example: Ctrl+R will redo, and override the standard action (showing the search and replace dialogue).	False	False	1.1568743	749	749, 423, 588	0	447
17	Čájet olles dokumeantabálgá namahusholggas	Do you want to disable showing the introduction in the webbrowsing profile?	Show the complete document path in the window caption	False	False	1.230305	777	777, 87, 629	0	129
18	Vállje visot	Only on Hover	Select all	False	False	1.3000739	496	496, 867, 737	0	353
19	Eretlaktimin	Plugin	Disconnect	False	False	1.3671885	252	252, 359, 731	0	950
20	Ovddit máŧasdoalli	Money:	Former co-maintainer	False	False	1.3355778	930	930, 450, 226	0	805
21	Gaskageardán	Forty-three countries participate in the contest, equalling the record of the 2008 and 2011 editions. 	Medium	False	False	1.297811	589	589, 659, 784	0	791
22	Borg	Flatten	Jul	False	False	1.4057708	83	83, 585, 100	0	467
23	& Gidde gilkora	Glossy Paper	& Close Tab	False	False	1.3301669	128	128, 210, 534	0	868
24	Viečča ođđa, somás tiŋggaid!	Do you want to resign?	Get Hot New Stuff!	False	False	1.2427888	594	594, 60, 52	0	645
25	Musihkka	Music	Music	True	True	1.2936895	712	712, 295, 938	1.0	712
26	Amerihká ovttastuvvan stáhtat	Australia/ ACT	United States	False	False	1.3400122	283	283, 209, 442	0	482
27	& Kryptere dán oasi	Unselect All	Encrypt this part	False	False	1.3782587	510	510, 901, 87	0	720
28	@ item: inmenu	built-in	SVN Add@item: inmenu	False	False	1.2733233	908	908, 223, 419	0	521
29	Speadjalastte siidui ceakkoávssa bokte	Applications to be excluded from sessions:	Mirror pages along vertical axis	False	False	1.2923461	522	522, 764, 496	0	182
30	KDE 2 ja 3 standárda sievánfáddá	The default cursor theme in KDE 2 and 3	The default cursor theme in KDE 2 and 3	True	True	1.2051942	400	400, 998, 584	1.0	400
31	Čáhci lea eallin.	He speaks English a little.	Water is life.	False	False	1.2941937	12	12, 42, 40	0	46
32	Namahis dokumeanta	Installed	Untitled Document	False	False	1.3437011	446	446, 437, 908	0	212
33	Mo manná?	Charging	How is it going?	False	False	1.3580462	659	659, 613, 547	0	14
34	Ii gávdnan CUPS- bálvá mii lea jođus	Copyright 2000-2007, KDE developers	Unable to find a running CUPS server	False	False	1.2746066	584	584, 777, 738	0	675
35	kcmclock	kcmclock	kcmclock	True	True	1.2521913	223	223, 164, 252	1.0	223
36	Vuosttaš oassefinálii oassálasttii 19 riikka.	Nineteen countries participated in the first semi-final. 	Nineteen countries participated in the first semi-final. 	True	True	1.2852429	209	209, 589, 784	1.0	209
37	Seaillut álgoproporšuvnna (mihttogori)	Retain original aspect ratio	Retain original aspect ratio	True	True	1.3185431	956	956, 629, 87	1.0	956
38	Sádde láse ovtta čállinbeavddi vulosguvlui	Only on Hover	Window One Desktop Down	False	False	1.2753024	496	496, 749, 666	0	538
39	(reiveteaksta)	text 40x25 (7)	(body part)	False	False	1.3110403	978	978, 986, 749	0	886
40	zaire2006. kgm	malcolm. hunter@gmx. co. uk	Kasaï orientalzaire2006. kgm	False	False	1.2827845	396	396, 293, 143	0	958
41	undo-type	undo-type	Add Horizontal Guide	False	False	1.1269804	546	546, 785, 77	0	274
42	Oktiičatnon	Photons	Connecting	False	False	1.389243	990	990, 716, 942	0	300
43	Geavat & iešmeroštuvvon siidoravddaid	Advanced Permissions	& Use custom margins	False	False	1.3151103	750	750, 292, 901	0	615
44	Heaittihuvvo...	Run To...	Exiting...	False	True	1.2642856	618	618, 166, 726	0.5	166
